date,lead
YYYY-MM-DD,ppb
2014-12-12,0.04002
2015-04-19,0.02887
2015-05-11,0.01566
2015-05-24,0.02201
2015-06-02,0.02713
2015-06-18,0.04961
2015-07-02,0.00403
2015-07-15,0.01848
2015-08-02,0.046430000000000006
2015-08-09,0.04528
2015-10-04,0.00349
2015-10-13,0.049699999999999994
2015-10-26,0.01474
2015-11-09,0.05917
2015-11-23,0.04131
2016-04-08,0.02461
2016-04-21,0.02897
2016-05-02,0.0423949977
2016-05-20,0.0540070789
2016-05-27,0.025265454399999998
2016-06-04,0.096250364
2016-06-11,0.04711451700000001
2016-06-17,0.0
2016-06-27,0.09048
2016-07-08,0.12201999999999999
2016-07-15,0.05117
2016-07-22,0.04953
2016-07-29,0.06684999999999999
2016-08-05,0.0486
2016-08-12,0.03654
2016-08-19,0.03203
2016-08-26,0.03711
2016-09-02,0.04091
2016-09-09,0.05906
2016-09-16,0.04884
2016-09-23,0.059109999999999996
2016-09-30,0.037000000000000005
2016-10-12,0.0
2016-10-19,0.00012
2016-10-27,0.25103
2016-11-03,0.050460000000000005
2016-11-12,0.02601
2016-11-23,0.014920000000000001
2016-12-04,0.04025
2017-05-14,0.04149
2017-05-30,0.23122
2017-06-15,0.02886
2017-06-30,0.03142
2017-07-13,0.02755
2017-07-30,0.0388
2017-08-25,0.038040000000000004
2017-09-14,0.033909999999999996
2017-09-27,0.06883
2017-10-14,0.04664
2017-10-23,0.02456
2017-11-03,0.01623
2017-11-16,0.022889999999999997
2018-03-03,0.02828
2018-05-25,0.04736
2018-06-08,0.042440000000000005
2018-06-15,0.03536
2018-06-25,0.03053
2018-07-09,0.0452
2018-07-15,0.07035999999999999
2018-08-10,0.01033
2018-08-17,0.00419
2018-08-24,0.11055999999999999
2018-09-07,0.08782
2018-09-14,0.08203
2018-09-21,0.08699
2018-09-28,0.09183
