date,magnesium
YYYY-MM-DD,ppb
2016-08-05,13268.0018
2016-08-12,13415.86685
2016-08-19,10555.71229
2016-08-26,699.92259
2016-09-02,1499.99457
2016-09-09,928.34978
2016-09-16,481.44246000000004
2016-10-01,1175.6769199999999
2016-10-12,203.37091999999998
2016-10-19,637.053
2016-10-27,165.74874
2016-11-03,170.40901000000002
2016-11-12,161.81721
2017-06-16,248.94256
2017-08-04,249.62086
2017-08-25,246.51308
2017-09-27,250.33031
2017-10-05,244.1468
2017-10-12,245.27649
2017-10-13,238.43166
2017-10-24,232.94787
2017-11-03,228.42349
2017-11-15,237.94846
2018-05-25,200.22801
2018-06-09,196.30612
2018-06-15,191.21196
2018-06-25,193.34987
2018-07-11,194.74901
2018-07-16,193.97048999999998
2018-08-24,242.19612999999998
2018-08-27,203.92449
2019-06-23,23790.644510000002
2019-06-27,21561.31789
2019-07-05,21734.11371
2019-07-14,6754.01108
2019-07-19,12907.52822
2019-07-26,14355.3658
2019-08-02,20528.17158
2019-08-09,19000.423619999998
2019-08-16,4442.85595
2019-08-23,291.71648
2019-08-30,15808.39616
2019-09-06,247.6193
2019-09-20,830.07381
2019-09-27,9193.62862
2019-10-04,8029.846219999999
2020-03-01,213.68007
2020-04-01,204.12036
2020-04-28,205.35855999999998
2020-05-22,209.96655
2020-05-29,212.3657
2020-06-08,225.9916
2020-06-12,221.3851
2020-06-19,147.74996
2020-06-26,209.03594999999999
2020-07-02,206.70777999999999
2020-07-10,204.53688
2020-07-17,251.26097000000001
2020-07-23,206.3936
2020-07-30,209.72276999999997
2020-08-07,206.7106
2020-08-14,208.45963999999998
2020-08-20,203.66392000000002
2020-08-27,210.51836000000003
2020-09-03,204.66887
2020-09-11,200.32777
2020-09-18,202.91715
2020-09-24,240.05138
2020-10-01,216.86892
2020-10-08,208.794
2020-10-16,222.28995
2020-10-23,213.24336
2020-11-06,207.99184
2021-01-21,207.81472000000002
2021-02-17,190.65857999999997
2021-03-10,201.68156
2021-04-14,218.7204
2021-05-19,200.2425
2021-05-28,218.4746
2021-06-04,199.7948
2021-06-11,213.64603
2021-06-24,193.82695999999999
2021-07-09,187.32002
2021-07-15,909.7536100000001
2021-07-23,199.53475999999998
2021-07-30,248.60612
2021-08-06,200.46623
2021-08-13,205.50160949999997
2021-08-19,279.7349974
2021-08-27,191.4500599
2021-09-03,196.29344759999998
2021-10-01,202.0975279
2021-10-07,206.9973417
2021-10-22,208.8360281
2021-11-03,225.2774103
2021-11-11,222.13629120000002
2021-12-20,204.77002339999999
