date,selenium
YYYY-MM-DD,ppb
2019-04-27,3.35548
2019-05-10,2.84899
2019-05-19,1.67567
2019-05-24,1.19883
2019-06-03,1.98681
2019-06-18,3.88781
2019-07-01,2.22649
2019-07-09,2.13888
2019-07-16,1.97827
2019-08-15,3.0433700000000004
2019-09-05,4.58722
2019-10-02,2.5494
2020-04-21,4.95643
2020-05-28,4.10361
2020-06-10,12.19114
2020-06-24,8.85957
2020-07-08,7.2940700000000005
2020-08-04,7.13611
2020-08-26,7.58871
2020-09-29,6.1392999999999995
2020-11-03,6.7005300000000005
2021-05-10,12.316609999999999
2021-05-24,13.014980000000001
2021-06-17,0.1992719
2021-06-30,0.1971876
2021-07-22,0.1684035
2021-08-20,0.20088350000000002
2021-09-30,0.1820996
