date,barium
YYYY-MM-DD,ppb
2020-05-22,9.82569
2020-05-29,10.010440000000001
2020-06-12,10.30049
2020-06-19,9.89835
2020-06-26,10.75113
2020-07-02,9.80313
2020-07-10,11.79412
2020-07-17,13.34315
2020-07-23,15.701609999999999
2020-07-30,13.31693
2020-08-07,19.81378
2020-08-14,18.11841
2020-08-20,24.34313
2020-08-27,27.68953
2020-09-03,32.931940000000004
2020-09-11,18.12732
2020-09-18,21.388029999999997
2020-09-24,28.650570000000002
2020-10-01,18.39386
2020-10-16,22.671
2020-10-23,22.568389999999997
2020-11-06,13.41221
2021-01-21,11.359079999999999
2021-02-17,9.3982
2021-03-10,12.7329
2021-04-14,12.36669
2021-05-19,9.55693
2021-05-28,8.25973
2021-06-04,11.06164
2021-06-11,11.857299999999999
2021-06-24,10.18616
2021-07-09,12.55712
2021-07-15,11.960049999999999
2021-07-23,167.24218000000002
2021-07-30,11.083730000000001
2021-08-06,17.14657
2021-08-13,11.032222599999999
2021-08-27,11.462589000000001
2021-09-03,11.6961951
2021-10-01,16.7604169
2021-10-07,13.367398699999999
2021-10-22,13.3267651
2021-11-03,14.9441227
2021-11-11,13.6941825
