date,selenium
YYYY-MM-DD,ppb
2015-08-02,138.21256
2015-08-09,151.28748
2015-10-04,0.21214
2015-10-13,0.54823
2015-10-26,0.54823
2015-11-09,0.48895
2016-05-12,0.0
2016-05-20,1.1404437282
2016-05-27,0.0
2016-06-04,0.3162759444
2016-06-11,0.0
2016-06-17,0.0
2016-06-27,0.12157
2016-07-08,0.0
2016-07-15,0.26893
2016-07-22,0.0
2016-07-29,0.09791
2016-08-05,0.14547
2016-08-12,0.70363
2016-08-19,0.51841
2016-08-26,0.43633
2016-09-02,0.08024
2016-09-09,0.46692999999999996
2016-09-16,0.34464
2016-09-23,0.54036
2016-09-30,0.46553999999999995
2016-10-12,0.60426
2016-10-19,0.44742
2016-10-27,0.41054
2016-11-03,0.48277000000000003
2016-11-12,0.49205
2017-05-30,0.12262
2017-06-15,0.10467000000000001
2017-06-30,0.13136
2017-07-13,0.15886
2017-07-30,0.17108
2017-08-25,0.26134999999999997
2017-09-14,0.36125999999999997
2017-09-27,0.38904
2017-10-14,0.35808
2017-10-23,0.35517
2017-11-03,0.39931
2018-05-25,0.5909099999999999
2018-06-08,0.29855
2018-06-15,0.29396
2018-06-25,0.55808
2018-07-09,0.6200399999999999
2018-07-15,0.24024
