date,chromium
YYYY-MM-DD,ppb
2015-10-21,0.08274000000000001
2015-11-01,0.18633
2015-11-09,0.05064
2015-11-17,0.11595
2015-11-23,0.05839
2015-12-03,0.0797
2015-12-14,0.00591
2015-12-22,0.02224
2015-12-28,0.12354000000000001
2016-01-04,0.10624
2016-01-12,0.0
2016-02-02,0.53792
2016-02-15,0.32271
2016-02-23,0.0
2016-02-29,0.0
2016-03-08,0.01405
2016-03-15,0.25167
2016-03-21,0.0
2016-03-29,0.07825
2016-04-05,0.07458000000000001
2016-04-12,0.0
2016-04-19,0.10527999999999998
2016-04-25,0.00020999999999999998
2016-05-03,0.12631
2016-05-11,0.5718
2016-05-17,0.04711
2016-05-27,0.0
2016-06-01,0.00119
2016-06-09,0.06628
2016-06-16,0.2276
2016-06-22,0.12031
2016-06-29,0.02146
2016-07-08,0.12204
2016-07-15,0.17087999999999998
2016-07-22,0.24747000000000002
2016-07-29,0.08580000000000002
2016-08-05,0.08591
2016-08-12,0.30282
2016-08-19,0.5249
2016-08-26,0.65364
2016-09-02,0.49742000000000003
2016-09-09,0.40321
2016-09-16,0.6866300000000001
2016-09-23,0.39074
2016-10-01,0.3957
2016-10-12,1.03234
2016-10-19,0.63041
2016-10-21,0.60937
2016-10-27,0.78823
2016-11-03,4.38847
2016-11-12,0.7195699999999999
2016-11-22,0.7430599999999999
2016-11-29,1.1747
2016-12-06,0.41804
2016-12-13,0.85343
2016-12-27,0.6636599999999999
2017-01-03,0.43777999999999995
2017-01-17,0.4577
2017-01-24,0.73291
2017-01-31,0.67805
2017-02-07,1.32599
2017-02-15,1.0029299999999999
2017-02-21,1.38259
2017-02-28,0.93128
2017-03-09,1.25082
2017-03-14,0.81321
2017-03-21,0.7052400000000001
2017-03-28,0.93959
2017-04-04,0.74007
2017-04-11,0.6970999999999999
2017-04-18,1.4804899999999999
2017-04-25,1.54261
2017-05-02,1.2286
2017-05-09,1.2795200000000002
2017-05-16,1.56973
2017-05-23,1.18964
2017-05-30,1.48923
2017-06-01,1.2502900000000001
2017-06-16,0.5835
2017-06-30,0.66633
2017-07-30,0.96125
2017-08-25,0.92835
2017-09-14,0.6754499999999999
2017-09-27,0.59719
2017-10-10,0.71177
2017-10-14,0.6597999999999999
2017-10-17,0.50901
2017-10-23,0.35175999999999996
2017-10-24,0.4401
2017-10-31,0.56932
2017-11-03,0.3518
2017-11-07,0.42264999999999997
2017-11-14,1.7993999999999999
2017-11-15,0.45653
2017-11-21,1.0174400000000001
2017-11-24,1.7993999999999999
2017-11-28,0.86447
2017-12-05,0.66665
2017-12-12,0.78926
2017-12-19,0.89934
2017-12-26,0.6631900000000001
2018-01-02,0.44561000000000006
2018-01-09,0.5245500000000001
2018-01-16,0.43513999999999997
2018-01-23,0.37243
2018-01-30,0.15314
2018-02-06,0.15678
2018-02-13,0.13464
2018-02-20,0.34312000000000004
2018-02-27,0.34198
2018-03-06,0.6751699999999999
2018-03-13,0.04897
2018-03-20,1.0928
2018-03-27,0.8919900000000001
2018-04-03,0.77179
2018-04-10,1.27613
2018-04-17,1.02899
2018-04-24,1.02894
2018-05-01,0.07417
2018-05-25,1.2961900000000002
2018-06-09,1.28166
2018-06-15,0.82087
2018-06-25,0.1335
2018-07-11,0.03748
2018-07-16,0.05796
2018-08-10,0.05651
2018-08-17,0.10728
2018-08-24,0.67413
2018-09-07,0.30941
2018-09-14,0.36559
2018-09-21,0.5102
2018-09-28,0.5833200000000001
2018-10-05,0.40902
2018-10-12,0.15247
2018-10-19,0.02664
2018-10-25,0.17600000000000002
2018-11-02,0.21294000000000002
2019-05-07,0.13834000000000002
2019-06-23,1.20703
2019-06-27,1.2549199999999998
2019-07-05,1.00664
2019-07-14,1.30657
2019-07-19,0.73368
2019-07-26,1.08589
2019-08-02,1.31586
2019-08-09,1.58127
2019-08-16,1.3672300000000002
2019-08-23,199.81904
2019-08-30,169.85855999999998
2019-09-06,140.08876
2019-09-13,0.2583
2019-09-20,0.6672899999999999
2019-09-27,1.09399
2019-10-04,0.24382
2019-10-11,1.4817900000000002
2019-10-19,0.23394
2020-05-22,0.17512
2020-05-29,0.34462
2020-06-05,0.09733
2020-06-12,0.22376000000000001
2020-06-19,0.14235
2020-06-26,0.65497
2020-07-02,1.8252099999999998
2020-07-10,0.29957
2020-07-17,0.16945000000000002
2020-07-23,0.26473
2020-07-30,0.17756
2020-08-07,0.19346
2020-08-14,0.34312000000000004
2020-08-20,0.57423
2020-08-27,0.30978
2020-09-03,1.10086
2020-09-11,0.26689
2020-09-18,0.49033
2020-09-24,0.36824
2020-10-01,0.48261
2020-10-08,0.29728
2020-10-16,0.2804
2020-10-23,0.41494000000000003
2020-11-06,0.33966999999999997
2021-05-19,0.09179
2021-05-28,0.06906
2021-06-04,0.03026
2021-06-11,0.10213
2021-06-18,0.13028
2021-06-24,0.24672
2021-07-02,0.22526000000000002
2021-07-09,0.10911000000000001
2021-07-15,0.060450000000000004
2021-07-23,0.2819
2021-07-30,0.10590000000000001
2021-08-06,0.1565
2021-08-13,0.1504782
2021-08-19,0.15992260000000003
2021-08-27,0.1551055
2021-09-03,0.1304571
2021-10-01,0.104052
2021-10-07,0.2440452
2021-10-22,0.3100507
2022-10-15,0.11602090000000001
