date,silicon
YYYY-MM-DD,ppb
2015-12-31,4239.09851
2016-02-12,4096.61286
2016-02-18,3957.09289
2016-02-24,4168.14069
2016-03-04,4168.03045
2016-03-11,4340.52268
2016-03-18,4284.80438
2016-03-27,4208.45224
2016-03-28,4142.76318
2016-04-03,3937.0282099999995
2016-04-04,3979.62317
2016-04-05,3979.62317
2016-04-05,3999.81654
2016-04-05,3999.81654
2016-04-07,4341.0867
2016-04-07,4341.0867
2016-04-09,4516.49139
2016-04-09,4516.49139
2016-04-11,4465.66802
2016-04-11,4465.66802
2016-04-14,3699.03777
2016-04-16,4286.59284
2016-04-18,4055.87119
2016-04-20,4489.72839
2016-04-22,4285.01264
2016-04-24,4638.19638
2016-04-26,4082.6964199999998
2016-04-28,4837.4692
2016-04-30,4865.25623
2016-05-02,3988.10346
2016-05-04,3875.62181
2016-05-06,3724.01795
2016-05-08,3764.8557499999997
2016-05-10,4056.4601199999997
2016-05-12,3841.9480299999996
2016-05-14,3472.87343
2016-05-16,3278.72619
2016-05-18,3352.56686
2016-05-20,3419.22628
2016-05-22,3260.05377
2016-05-24,3157.69828
2016-05-26,3068.08556
2016-05-28,3267.10445
2016-05-30,3010.7964199999997
2016-06-01,2928.03395
2016-06-03,2759.76226
2016-06-05,3410.99067
2016-06-07,3435.45654
2016-06-09,3455.40064
2016-06-11,3413.6597
2016-06-13,3265.27221
2016-06-15,3254.46393
2016-06-17,3496.00107
2016-06-19,3524.6169400000003
2016-06-21,3522.0643999999998
2016-06-23,3489.1591599999997
2016-06-25,3452.8961
2016-06-27,3629.6950500000003
2016-06-29,3493.34075
2016-07-01,3578.12312
2016-07-03,3415.09814
2016-07-05,3561.41417
2016-07-07,3391.5833900000002
2016-07-09,3995.5570799999996
2016-07-11,3749.54228
2016-07-13,3823.25132
2016-07-15,3793.94613
2016-07-17,3740.9034300000003
2016-07-19,3620.33273
2016-07-21,3833.41202
2016-07-23,3868.00173
2016-07-25,3588.92241
2016-07-27,3949.31649
2016-07-29,3705.7780700000003
2016-07-31,3737.51106
2016-08-02,3775.17157
2016-08-04,3640.59655
2016-08-06,3919.82958
2016-08-08,3912.5953600000003
2016-08-10,3714.4482
2016-08-12,3816.97908
2016-08-14,4176.87882
2016-08-16,4080.18573
2016-08-18,4053.58052
2016-08-20,3980.0938100000003
2016-08-22,3913.3930199999995
2016-08-24,3986.6883000000003
2016-08-26,4041.39377
2016-08-28,4043.9712600000003
2016-09-02,3941.8463300000003
2016-09-03,3920.2939199999996
2016-09-05,4118.19075
2016-09-07,4035.8938
2016-09-09,4044.74948
2016-09-11,4013.90715
2016-09-13,3860.64934
2016-09-15,3944.62518
2016-09-21,3478.27379
2016-09-21,3463.10631
2016-09-23,3459.19416
2016-09-25,3501.76488
2016-09-27,3634.1974
2016-09-29,3604.3086399999997
2016-10-01,3444.6297600000003
2016-10-03,3524.69916
2016-10-05,3275.9774399999997
2016-10-07,3279.05882
2016-10-09,3378.0375299999996
2016-10-11,3264.30635
2016-10-15,3426.46453
2016-10-17,3475.2808299999997
2016-10-19,3271.52065
2016-10-21,3376.27136
2016-10-23,3217.3881699999997
2016-10-25,3154.52822
2016-10-27,3288.4277700000002
2016-10-29,3217.82579
2016-11-13,3343.0918
2016-11-23,2984.42274
2016-12-15,2893.12459
2017-01-24,3005.3880500000005
2017-02-20,3013.24413
2017-03-10,3051.09929
2017-03-17,3171.83405
2017-03-25,3484.8703100000002
2017-03-28,3366.50488
2017-03-29,3349.1644
2017-03-30,3290.31234
2017-03-31,3375.93284
2017-04-01,3321.0920499999997
2017-04-02,3432.0701200000003
2017-04-03,3453.5045
2017-04-05,3414.37835
2017-04-06,3412.2189200000003
2017-04-07,3384.84093
2017-04-08,3357.70899
2017-04-09,3435.42292
2017-04-10,3491.3518900000004
2017-04-11,3449.92814
2017-04-12,3519.9066399999997
2017-04-13,3379.1163
2017-04-14,3392.5505399999997
2017-04-15,3353.9547900000002
2017-04-16,3350.6476199999997
2017-04-17,3442.3374400000002
2017-04-18,3497.1187200000004
2017-04-19,3520.45025
2017-04-20,3691.7463500000003
2017-04-21,3472.1591
2017-04-22,3241.4397200000003
2017-04-23,3123.54368
2017-04-24,3029.7666900000004
2017-04-25,2951.42718
2017-04-26,2886.47913
2017-04-27,2935.08478
2017-04-29,2867.94097
2017-04-30,2842.03236
2017-05-01,2889.21582
2017-05-02,2878.74255
2017-05-03,2860.93359
2017-05-04,2838.37822
2017-05-05,3012.95967
2017-05-06,2892.3368
2017-05-07,2775.6650600000003
2017-05-08,2727.06338
2017-05-09,2760.92513
2017-05-10,2747.28893
2017-05-11,2782.61405
2017-05-12,2532.96322
2017-05-13,2469.99299
2017-05-15,3218.27451
2017-05-16,3255.4970200000002
2017-05-17,3208.9115199999997
2017-05-18,3318.3340099999996
2017-05-19,3376.31901
2017-05-20,3407.59931
2017-05-21,3480.3956799999996
2017-05-22,3414.9406499999996
2017-05-23,3337.9306300000003
2017-05-24,3206.5236099999997
2017-05-25,3042.36016
2017-05-26,2937.76345
2017-05-27,3318.11463
2017-05-28,3221.44117
2017-05-29,3088.6751299999996
2017-05-30,3018.21524
2017-05-31,2942.0444300000004
2017-06-01,2879.18895
2017-06-02,2826.45996
2017-06-03,2829.2880000000005
2017-06-04,2767.54051
2017-06-05,2651.2273099999998
2017-06-06,2660.76433
2017-06-07,2596.15675
2017-06-08,2574.48624
2017-06-09,3024.65823
2017-06-10,3005.8122
2017-06-11,2988.68382
2017-06-12,3022.44304
2017-06-13,3085.03557
2017-06-14,3067.41648
2017-06-15,2986.33808
2017-06-16,2938.11546
2017-06-17,2934.35232
2017-06-18,2817.95813
2017-06-19,2944.45564
2017-06-20,3013.86881
2017-06-21,2960.59789
2017-06-22,3072.5791099999997
2017-06-23,3067.66165
2017-06-24,3117.44825
2017-06-25,3121.68234
2017-06-26,3181.46293
2017-06-27,3255.77472
2017-06-28,3249.4858299999996
2017-06-29,3296.66127
2017-06-30,3302.8164500000003
2017-07-01,3315.54
2017-07-02,3364.12014
2017-07-03,3370.43052
2017-07-04,3415.9301299999997
2017-07-05,3448.1907499999998
2017-07-06,3439.24255
2017-07-07,3528.0852
2017-07-08,3460.39716
2017-07-09,3468.4794199999997
2017-07-10,3503.7852900000003
2017-07-11,3487.92117
2017-07-12,3502.9656299999997
2017-07-13,3567.59662
2017-07-14,3567.43328
2017-07-15,3421.66654
2017-07-18,3526.16876
2017-07-19,3373.95125
2017-07-20,3302.6804600000005
2017-07-21,3530.09053
2017-07-22,3468.6877600000003
2017-07-23,3502.3658299999997
2017-07-24,3495.9753
2017-07-25,3483.25064
2017-07-26,3481.85121
2017-07-27,3483.5145599999996
2017-07-28,3533.68645
2017-07-29,3467.06296
2017-07-30,3326.0748599999997
2017-07-31,3297.87125
2017-08-01,3451.4502599999996
2017-08-02,24256.70564
2017-08-03,3706.0638
2017-08-04,3770.96992
2017-08-05,3887.15804
2017-08-06,3987.0940100000003
2017-08-07,3950.77477
2017-08-08,3649.90165
2017-08-09,3670.63883
2017-08-10,3828.7997
2017-08-11,3931.9676500000005
2017-08-12,4036.49265
2017-08-13,4003.45893
2017-08-14,3939.53801
2017-08-15,4086.68544
2017-08-16,4112.48143
2017-08-17,4067.25831
2017-08-18,4106.6583900000005
2017-08-19,4127.53966
2017-08-20,4095.89117
2017-08-21,4100.38561
2017-08-22,4011.9711899999998
2017-08-23,3761.40727
2017-08-24,3835.61067
2017-08-25,3814.22239
2017-08-26,3565.0903799999996
2017-08-27,3330.27603
2017-08-28,3374.3419599999997
2017-08-29,3266.61798
2017-08-30,3324.69986
2017-08-31,3285.92361
2017-09-01,3821.0441600000004
2017-09-02,3432.62236
2017-09-03,3345.80316
2017-09-04,3292.99371
2017-09-05,3239.1926999999996
2017-09-17,3340.95624
2017-09-18,3275.33634
2017-09-19,2986.66586
2017-09-20,3073.2169
2017-09-21,3026.53639
2017-09-22,3309.404
2017-09-23,3577.75256
2017-09-24,3639.27422
2017-09-25,3404.42777
2017-09-26,3551.52521
2017-09-27,3696.25454
2017-09-28,3563.83304
2017-09-29,3706.4229
2017-09-30,3701.5455300000003
2017-10-01,3703.1481000000003
2017-10-02,3713.93346
2017-10-03,3692.18997
2017-10-04,9446.77575
2017-10-05,3579.24302
2017-10-06,3258.8049899999996
2017-10-07,3105.3642200000004
2017-10-08,2990.9004299999997
2017-10-09,2997.09361
2017-10-10,2910.61466
2017-10-20,2955.372
2017-11-07,2926.9147299999995
2018-04-28,3440.37801
2018-04-29,3343.86514
2018-04-30,3357.5723900000003
2018-05-01,3037.0810899999997
2018-05-02,3381.0193900000004
2018-05-03,3503.3559800000003
2018-05-04,3458.3959800000002
2018-05-05,3373.76307
2018-05-06,3193.83472
2018-05-07,3137.78141
2018-05-08,3049.06394
2018-05-09,2710.5611599999997
2018-05-10,2826.21472
2018-05-11,2981.65583
2018-05-12,3022.7200199999997
2018-05-13,3043.2034
