date,arsenic
YYYY-MM-DD,ppb
2014-12-12,0.20466
2015-01-24,0.14567
2015-02-07,0.15800000000000003
2015-02-19,0.28154
2015-03-16,0.18043
2015-04-19,0.16556
2015-05-11,0.15091
2015-05-24,0.14165
2015-06-02,0.2132
2015-06-18,20.937440000000002
2015-07-02,0.23276999999999998
2015-07-15,19.23396
2015-08-02,0.27865999999999996
2015-08-09,0.22839
2015-10-04,30.83458
2015-10-13,24.62066
2015-10-26,23.713860000000004
2015-11-09,28.27613
2015-12-09,19.37381
2016-01-08,21.4475
2016-01-28,20.29967
2016-02-12,20.36206
2016-02-21,23.11598
2016-03-09,18.30507
2016-03-24,21.53812
2016-03-31,18.7575
2016-04-08,15.75838
2016-04-21,0.15728999999999999
2016-05-02,0.0
2016-05-20,0.0
2016-05-27,0.1564685952
2016-06-04,0.1434885
2016-06-11,0.2010001035
2016-06-17,0.13629
2016-06-27,0.10888999999999999
2016-07-08,0.20797
2016-07-15,0.21497
2016-07-22,0.25032
2016-07-29,0.22275
2016-08-05,0.27492
2016-08-12,0.22125
2016-08-19,0.26154
2016-08-26,0.19616
2016-09-02,0.21423
2016-09-09,0.19545
2016-09-16,0.22048
2016-09-23,0.16976000000000002
2016-09-30,0.19576
2016-10-12,0.18719
2016-10-19,0.12647999999999998
2016-10-27,0.19480999999999998
2016-11-03,0.17074
2016-11-12,0.16197
2016-11-23,0.05286
2016-12-04,0.05869
2017-03-19,0.08546
2017-04-12,0.05255
2017-04-30,0.06483
2017-05-14,0.05758
2017-05-30,0.06269
2017-06-15,0.06037
2017-06-30,0.07008
2017-07-13,0.10818
2017-07-30,0.10488
2017-08-25,0.11962
2017-09-14,0.15689000000000003
2017-09-27,0.11636
2017-10-14,0.10675000000000001
2017-10-23,0.0933
2017-11-03,0.10057999999999999
2017-11-16,0.08029
2017-12-19,0.15346
2018-01-05,0.16376000000000002
2018-01-25,0.14825
2018-03-03,0.17905000000000001
2018-03-25,0.19532
2018-06-08,0.23181000000000002
2018-06-15,0.20734
2018-06-25,0.21762
2018-07-09,0.27086
2018-07-15,0.26002000000000003
2018-08-10,0.29121
2018-08-17,0.27763
2018-08-24,0.25881
2019-02-27,0.08302999999999999
2019-03-30,0.09401
2019-04-18,0.12706
2019-05-08,0.10751999999999999
2019-06-05,0.11013999999999999
2019-06-11,0.13957
2019-06-21,0.09492
2019-06-27,0.16209
2019-07-05,0.17996
2019-07-14,0.17396999999999999
2019-07-19,0.18875
2019-07-26,0.20631
2019-08-02,0.17615999999999998
2019-08-09,0.17312
2019-08-16,0.18263000000000001
2019-08-23,0.34685
2019-08-30,0.47868
2019-09-06,0.47956
2019-09-13,0.19515000000000002
2019-09-20,0.17589
2019-09-27,0.18780000000000002
2019-10-04,0.17468999999999998
2019-10-11,0.19147999999999998
2019-10-19,0.1634
2020-02-11,0.45615999999999995
2020-02-20,0.44394
2020-03-11,0.38954999999999995
2020-04-03,0.31069
2020-04-09,0.34674000000000005
2020-04-14,0.37324999999999997
2020-04-24,0.3537
2020-05-22,0.32416
2020-05-29,0.29632
2020-06-05,0.36103
2020-06-12,0.27943
2020-06-19,0.22915999999999997
2020-06-26,0.31506
2020-07-02,0.27612000000000003
2020-07-10,0.34943
2020-07-17,0.25742
2020-07-23,0.25801
2020-07-30,0.28401
2020-08-07,0.39175000000000004
2020-08-14,0.35957999999999996
2020-08-20,0.43463
2020-08-27,0.37724
2020-09-03,0.33428
2020-09-11,0.27938999999999997
2020-09-18,0.3291
2020-09-24,0.40357
2020-10-01,0.35719
2020-10-08,0.32461999999999996
2020-10-16,0.43006999999999995
2020-10-23,0.26765
2020-10-27,0.28603
2020-11-06,0.22091
2020-11-13,0.23970000000000002
2020-12-04,0.20834999999999998
2021-01-08,0.18636
2021-01-15,0.16762
2021-01-28,0.0
2021-02-11,0.0
2021-03-03,0.0
2021-03-19,0.0
2021-03-25,0.02776
2021-04-07,0.05981
2021-05-17,0.12505
2021-05-28,0.09796
2021-06-04,0.3578
2021-06-11,0.17651
2021-06-18,0.15598
2021-06-24,0.14338
2021-07-02,0.12415999999999999
2021-07-09,0.11726
2021-07-15,0.13249
2021-07-23,0.32117
2021-07-30,0.30608
2021-07-31,0.2283
2021-08-06,0.29245
2021-08-13,0.4063664
2021-08-19,0.3031627
2021-08-27,0.2750429
2021-09-03,0.2672055
2021-10-01,0.2545003
2021-10-07,0.41150390000000003
2021-10-15,0.229718
2021-10-22,0.2125955
2021-10-27,0.27986110000000003
2021-11-03,0.2174625
2021-11-11,0.2189336
