date,manganese
YYYY-MM-DD,ppb
2016-08-05,11.757670000000001
2016-08-12,4.21915
2016-08-19,4.55171
2016-08-26,3.5759800000000004
2016-09-02,2.06623
2016-09-09,1.38497
2016-09-16,3.3594
2016-10-01,1.50571
2016-10-12,0.81326
2016-10-19,1.27582
2016-10-27,1.1313900000000001
2016-11-03,1.0422099999999999
2016-11-12,1.2634100000000001
2017-06-16,4.89192
2017-08-04,2.16208
2017-08-25,5.72094
2017-09-27,2.3795
2017-10-05,0.78926
2017-10-12,1.3392899999999999
2017-10-13,0.463
2017-10-24,0.47157
2017-11-03,1.22523
2017-11-15,1.80729
2018-05-25,0.06351
2018-06-09,5.00985
2018-06-15,1.4483099999999998
2018-06-25,2.6128400000000003
2018-07-11,1.03433
2018-07-16,1.5569
2018-08-24,0.76644
2018-08-27,0.80438
2019-06-23,3.36533
2019-06-27,3.9508199999999998
2019-07-05,5.02047
2019-07-14,4.04534
2019-07-19,5.569889999999999
2019-07-26,6.89543
2019-08-02,9.85177
2019-08-09,10.254909999999999
2019-08-16,2.50318
2019-08-23,2.18022
2019-08-30,10.304400000000001
2019-09-06,1.67694
2019-09-20,0.8748
2019-09-27,6.195
2019-10-04,5.54789
2020-03-01,0.79428
2020-04-01,0.73003
2020-04-28,0.7854
2020-05-22,0.5955400000000001
2020-05-29,0.80334
2020-06-08,2.1934
2020-06-12,1.49006
2020-06-19,0.81717
2020-06-26,0.75877
2020-07-02,0.86725
2020-07-10,0.81538
2020-07-17,1.61412
2020-07-23,0.93348
2020-07-30,0.73131
2020-08-07,0.8368599999999999
2020-08-14,0.83219
2020-08-20,0.7198
2020-08-27,1.08988
2020-09-03,1.04163
2020-09-11,0.7423000000000001
2020-09-18,0.8314100000000001
2020-09-24,1.46462
2020-10-01,1.00254
2020-10-08,0.9209499999999999
2020-10-16,0.8758900000000001
2020-10-23,0.95804
2020-11-06,1.76508
2021-01-21,1.45758
2021-02-17,0.91706
2021-03-10,1.19973
2021-04-14,0.67894
2021-05-19,0.42234
2021-05-28,4.75707
2021-06-04,0.71844
2021-06-11,2.28096
2021-06-24,0.70782
2021-07-09,0.42103
2021-07-15,33.69504
2021-07-23,0.84467
2021-07-30,2.86508
2021-08-06,1.54641
2021-08-13,1.9846973
2021-08-19,11.301317399999999
2021-08-27,0.9678593000000001
2021-09-03,0.8320392999999999
2021-10-01,2.1072538
2021-10-07,1.9123811
2021-10-22,0.7985814
2021-11-03,1.7646793
2021-11-11,2.0033263000000003
2021-12-20,1.0541703
