date,copper
YYYY-MM-DD,ppb
2015-06-30,0.9763285224
2015-07-07,1.035651452
2015-07-14,0.6217656216
2015-07-21,1.289593191
2015-07-28,1.1414089986
2015-08-04,0.7532479136
2015-08-11,0.6527777096
2015-08-18,0.4590776056
2015-08-26,0.287374931
2016-02-23,3.46992
2016-02-29,4.48574
2016-06-29,5.50112
2016-08-03,2.06708
2016-08-10,2.43386
2016-08-17,6.00933
2016-08-23,1.05284
2016-08-23,5.68943
2016-08-23,1.16409
2016-08-24,2.17227
2016-08-31,2.25335
2016-09-07,1.3042699999999998
2016-09-14,8.792
2016-09-21,3.91513
2016-09-28,3.6870000000000003
2016-10-11,3.83797
2016-10-19,2.0880099999999997
2016-10-26,1.61557
2016-11-02,2.6779399999999995
2016-11-09,1.59562
2016-11-16,0.7299899999999999
2016-11-22,1.8204
2016-11-29,3.53732
2016-12-06,6.52605
2016-12-13,1.8417400000000002
2016-12-20,1.1965299999999999
2016-12-27,1.06119
2017-01-03,1.54115
2017-01-10,0.74318
2017-01-17,0.6572
2017-01-24,0.57818
2017-01-31,0.71025
2017-02-07,1.3292899999999999
2017-02-14,4.41865
2017-02-21,0.78949
2017-02-28,0.6780700000000001
2017-03-07,1.8884
2017-03-14,0.9556199999999999
2017-03-21,1.31604
2017-03-28,4.63283
2017-04-04,1.7582999999999998
2017-04-11,0.89093
2017-04-18,3.0109399999999997
2017-04-25,1.90396
2017-05-02,1.62961
2017-05-09,1.59481
2017-05-16,1.3938000000000001
2017-05-23,1.21351
2017-05-30,1.22155
2017-06-14,1.24731
2017-06-20,1.05135
2017-06-29,4.2733799999999995
2017-07-05,0.57672
2017-07-12,1.54699
2017-07-18,0.86036
2017-07-25,1.7450999999999999
2017-08-03,0.92294
2017-08-09,0.6430199999999999
2017-08-16,4.80358
2017-08-23,3.9117699999999997
2017-08-29,4.9835400000000005
2017-09-03,1.9369100000000001
2017-09-13,1.05004
2017-09-20,0.72618
2017-09-27,0.83704
2017-10-05,1.0513
2017-10-10,1.6129799999999999
2017-10-17,1.2637300000000002
2017-10-24,0.6949099999999999
2017-10-31,2.49666
2017-11-07,0.81728
2017-11-14,0.9001399999999999
2017-11-21,1.16331
2017-11-28,0.72436
2017-12-03,0.94406
2017-12-12,94.79378
2017-12-19,0.96196
2017-12-26,5.36994
2018-01-02,0.90005
2018-01-09,1.5220600000000002
2018-01-16,0.83687
2018-01-23,2.02789
2018-01-30,0.95927
2018-02-06,1.30686
2018-02-13,2.46086
2018-02-20,0.89409
2018-02-27,0.49603
2018-03-06,0.85419
2018-03-13,0.77086
2018-07-16,45.73829
2018-07-23,3.25555
2018-09-04,0.97252
2018-09-10,1.38071
2018-09-17,1.47268
2018-09-24,0.97787
2018-10-01,0.8032
2018-10-29,1.0942
2019-05-07,1.30746
