date,europium
YYYY-MM-DD,ppb
2015-06-02,0.00417
2015-06-18,0.011559999999999999
2015-07-15,0.0038699999999999997
2015-08-02,0.0027300000000000002
2015-11-04,0.0
2015-11-23,0.0031
2015-11-28,0.0
2016-05-27,0.0
2016-06-04,0.0041911002
2016-06-08,0.0059900000000000005
2016-06-11,0.0156972174
2016-06-17,0.0
2016-07-08,0.007010000000000001
2016-07-14,0.0
2016-07-16,0.0068000000000000005
2016-07-22,0.00669
2016-07-29,0.0
2016-08-11,0.00073
2016-08-19,0.0
2016-08-26,0.0
2016-09-02,0.00028
2016-09-16,0.00099
2016-10-12,0.0010500000000000002
2016-10-19,0.0017599999999999998
2016-10-27,0.00013
2016-11-03,0.0009699999999999999
2016-11-12,0.00027
2016-12-04,0.00014
2017-03-27,0.00232
2017-06-23,0.02944
2017-06-30,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-17,0.09860000000000001
2017-07-30,0.07003
2017-08-11,0.09135000000000001
2017-08-25,0.05478
2017-08-31,0.0
2017-09-18,0.12528
2017-09-27,0.07271999999999999
2017-10-14,0.17826000000000003
2017-10-19,0.0
2017-10-23,0.0074399999999999996
2017-10-24,0.0
2017-11-03,0.00279
2017-11-14,0.0
2017-11-16,0.0
2017-12-19,0.04155
2018-01-06,0.01497
2018-01-25,0.01634
2018-01-29,0.0
2018-03-03,0.00183
2018-03-04,0.0
2018-03-13,0.0013100000000000002
2018-03-17,0.00092
2018-05-07,0.00039
2018-05-25,7e-05
2018-06-03,0.0
2018-06-08,0.00053
2018-06-15,0.0012799999999999999
2018-06-25,0.0002
2018-07-09,0.0
2018-08-10,0.00048
2018-08-17,0.0
2018-08-24,0.0
2018-08-25,0.009000000000000001
2018-08-31,0.00062
2018-09-07,0.0008799999999999999
2018-09-14,0.00034999999999999994
2018-09-21,0.0006000000000000001
2018-10-11,0.0
2018-10-12,0.00089
2018-10-18,0.00184
2018-10-25,0.00102
2018-11-02,0.001
2018-11-10,0.00142
2018-11-16,0.0
2018-11-17,0.00234
2019-07-27,0.00392
2019-08-13,0.020270000000000003
