date,boron
YYYY-MM-DD,ppb
2014-12-12,1.9101499999999998
2015-01-24,1.48861
2015-02-07,1.69652
2015-03-16,1.61043
2015-04-19,0.73146
2015-05-11,1100.75412
2015-05-24,1123.93988
2015-06-02,1152.92055
2015-06-18,302.1601
2015-07-02,1159.51711
2015-07-15,181.05677
2015-08-02,0.43391
2015-08-09,0.44306999999999996
2015-10-04,374.61987
2015-10-13,353.44946999999996
2015-10-26,377.22933
2015-11-09,402.96826000000004
2015-11-23,186.49694
2015-12-09,190.20757
2016-01-28,171.24866999999998
2016-02-12,181.76611000000003
2016-02-21,279.86976
2016-03-09,213.13778
2016-03-24,150.21701000000002
2016-03-31,133.91607
2016-04-08,0.80133
2016-04-21,32.08878
2016-05-02,0.5326792459999999
2016-05-27,1.4072610075999998
2016-06-04,3.193546176
2016-06-17,1.20092
2016-06-27,2.2530200000000002
2016-07-08,1.2767400000000002
2016-07-15,1.05322
2016-07-22,1.06255
2016-07-29,0.369
2016-08-05,0.0
2016-08-12,3.6366500000000004
2016-08-19,1.3403399999999999
2016-08-26,0.76073
2016-09-02,0.81218
2016-09-09,1.3625
2016-09-16,1.32519
2016-09-23,1.3993
2016-09-30,0.63645
2016-10-12,0.0
2016-10-19,2.66578
2016-10-27,0.48311
2016-11-03,3.6792999999999996
2016-11-12,2.65439
2016-11-23,0.62131
2017-03-19,4.18534
2017-04-12,13.76802
2017-04-30,0.88571
2017-06-30,1.14307
2017-07-30,0.0
2017-08-25,0.054970000000000005
2017-09-14,0.03431
2017-09-27,0.0
2017-10-14,0.0
2017-10-23,0.0
2017-11-03,0.0
2017-11-16,0.0
2018-03-03,1.04852
2018-05-25,1.01986
2018-06-08,1.3348499999999999
2018-06-15,0.56475
2018-06-25,0.0
2018-07-09,0.0
2018-07-15,0.32174
2018-08-10,0.04188
2018-08-17,0.0
2018-08-24,0.0
2018-09-07,1.42263
2018-09-14,1.43457
2018-09-28,4.7273700000000005
2018-10-05,1.25348
2018-10-12,1.4763799999999998
2018-10-18,3.71504
2018-10-25,1.29698
2018-11-02,1.33589
2018-11-10,1.40177
2018-11-17,1.22755
2019-02-27,3.98172
2019-03-30,3.6974
2019-04-18,3.4986699999999997
2019-05-08,3.3505000000000003
2019-06-05,0.83979
2019-06-11,0.05322
2019-06-21,1.02092
2019-06-27,13.51908
2019-07-05,10.12201
2019-07-14,8.86926
2019-07-19,7.35286
2019-07-26,6.67539
2019-08-02,5.724559999999999
2019-08-09,0.0
2019-08-16,0.0
2019-08-23,644.89444
2019-08-30,272.63389
2019-09-06,57.92327
2019-09-13,318.05089
2019-09-20,0.0
2019-09-27,0.0
2019-10-04,0.0
2019-10-11,4.26955
2019-10-19,0.8383
2019-10-25,0.0
2019-11-03,0.0
2019-11-08,0.0
2019-11-15,0.0
2019-11-22,314.35437
2019-12-04,0.0
2019-12-12,0.0
2019-12-20,0.0
2020-01-08,0.0
2020-01-21,7.812900000000001
2020-01-28,0.0
2020-02-11,2.45551
2020-02-20,1.1480899999999998
2020-03-11,1.7410999999999999
2020-03-17,1.6995
2020-04-03,0.84382
2020-04-09,1.7360200000000001
2020-04-14,1.7799200000000002
2020-04-24,0.38195
2020-05-22,1.4505499999999998
2020-05-29,1.3631099999999998
2020-06-05,0.65382
2020-06-12,1.11588
2020-06-19,0.69507
2020-06-26,0.9949600000000001
2020-07-02,1.6777600000000001
2020-07-10,0.843
2020-07-17,1.03048
2020-07-23,2.13666
2020-07-30,2.27067
2020-08-07,0.74571
2020-08-14,1.5013299999999998
2020-08-20,0.80812
2020-08-27,2.04761
2020-09-03,0.49800999999999995
2020-09-11,1.22304
2020-09-18,1.4377400000000002
2020-09-24,19.30379
2020-10-01,1.56162
2020-10-08,1.12849
2020-10-16,2.68032
2020-10-23,0.36725
2020-10-27,0.63485
2020-11-06,0.9641299999999999
2020-11-13,1.7655
2020-12-04,0.6511100000000001
2021-01-08,0.69264
2021-01-15,1.17137
2021-01-28,0.1936
2021-02-11,1.5568199999999999
2021-03-03,1.1229500000000001
2021-03-19,0.69558
2021-03-25,0.0
2021-04-07,0.0
2021-05-17,0.0
2021-05-28,0.0
2021-06-04,0.0
2021-06-11,0.0
2021-06-18,0.0
2021-06-24,0.0
2021-07-02,0.0
2021-07-09,0.0
2021-07-15,0.82214
2021-07-23,146.56008
2021-07-30,0.9793499999999999
2021-07-31,0.94088
2021-08-06,0.59938
2021-08-13,2.0812989
2021-08-19,3.2821505
2021-08-27,2.1613602000000003
2021-09-03,2.2876652
2021-10-01,2.2578742
2021-10-07,6.077323300000001
2021-10-22,1.8147201
2021-10-27,1.7352477
2021-11-03,2.6013262999999998
2021-11-11,1.9755487
2022-10-15,1.9185512
