date,iron
YYYY-MM-DD,ppb
2015-06-29,13.500716516
2015-07-08,9.3419663417
2015-07-13,8.2987857942
2015-07-22,6.8385121795
2015-08-03,7.7680225996
2015-08-17,8.216608119
2015-08-24,7.5436884468
2015-10-21,20.562469999999998
2015-11-01,6.09046
2015-11-09,20.466009999999997
2015-11-17,12.874460000000001
2015-11-23,20.84648
2015-12-03,13.54879
2015-12-14,15.56759
2015-12-22,14.14726
2015-12-28,16.12221
2016-01-04,33.233290000000004
2016-01-12,20.24778
2016-02-02,726.02412
2016-02-15,21.00985
2016-02-23,29.03154
2016-02-29,0.0
2016-03-08,9.906080000000001
2016-03-15,10.68207
2016-03-21,14.912
2016-03-29,19.77302
2016-04-05,155.41599
2016-04-12,21.10567
2016-04-19,17.47194
2016-04-25,22.872230000000002
2016-05-03,19.89403
2016-05-11,23.70255
2016-05-17,18.98274
2016-05-27,21.47871
2016-06-01,21.177239999999998
2016-06-09,17.44627
2016-06-16,22.00129
2016-06-22,21.47183
2016-06-29,16.11633
2016-07-08,21.60582
2016-07-15,22.86502
2016-07-22,23.40736
2016-07-29,21.90996
2016-08-05,21.944
2016-08-12,34.42161
2016-08-19,98.39019
2016-08-26,49.0386
2016-09-02,48.24035000000001
2016-09-09,139.33682
2016-09-16,142.02195
2016-09-23,336.59397
2016-10-01,163.0106
2016-10-12,90.56977
2016-10-19,148.2147
2016-10-21,17.40848
2016-10-27,12.16468
2016-11-03,1235.69197
2016-11-12,1256.30884
2016-11-22,30.8866
2016-11-29,44.423190000000005
2016-12-06,15.09587
2016-12-13,25.07898
2016-12-27,15.38931
2017-01-03,19.88749
2017-01-17,17.160809999999998
2017-01-24,16.22461
2017-01-31,26.57838
2017-02-07,40.8481
2017-02-15,20.30872
2017-02-21,35.85608
2017-02-28,31.764770000000002
2017-03-09,14.84114
2017-03-14,18.41091
2017-03-21,21.461389999999998
2017-03-28,27.66477
2017-04-04,21.30281
2017-04-11,19.26172
2017-04-18,13.33134
2017-04-25,119.72772
2017-05-02,17.573240000000002
2017-05-09,17.44697
2017-05-16,18.98379
2017-05-23,15.36079
2017-05-30,62.377359999999996
2017-06-01,12.59422
2017-06-16,21.532200000000003
2017-06-30,34.19357
2017-07-30,85.19672
2017-08-25,202.20004
2017-09-14,159.3132
2017-09-27,201.72401000000002
2017-10-10,22.4498
2017-10-14,229.84752
2017-10-17,7.437
2017-10-23,168.20252
2017-10-24,6.29116
2017-10-31,10.16216
2017-11-03,275.99268
2017-11-07,9.84709
2017-11-14,11.9499
2017-11-15,10.87421
2017-11-21,14.725839999999998
2017-11-24,11.9499
2017-11-28,11.0436
2017-12-05,9.307
2017-12-12,173.39209
2017-12-19,19.72966
2017-12-26,276.42119
2018-01-02,43.70338
2018-01-09,13.296289999999999
2018-01-16,11.09554
2018-01-23,54.25645
2018-01-30,13.604190000000001
2018-02-06,12.998460000000001
2018-02-13,340.33651
2018-02-20,10.40056
2018-02-27,8.55677
2018-03-06,7.91301
2018-03-13,96.99986000000001
2018-03-20,8.38053
2018-03-27,44.551069999999996
2018-04-03,9.08573
2018-04-10,7.84649
2018-04-17,7.577509999999999
2018-04-24,6.5131499999999996
2018-05-01,9.37149
2018-05-25,13.5353
2018-06-09,19.55963
2018-06-15,23.51725
2018-06-25,43.40089
2018-07-11,61.36317
2018-07-16,63.69979
2018-08-10,111.28997
2018-08-17,182.43634
2018-08-24,247.58625999999998
2018-09-07,288.15277
2018-09-14,221.33141999999998
2018-09-21,90.57231
2018-09-28,152.04619
2018-10-05,146.94057
2018-10-12,30.95847
2018-10-19,2.16393
2018-10-25,9.09466
2018-11-02,190.24574
2019-05-07,8.84041
2019-06-23,130.08792
2019-06-27,54.694
2019-07-05,94.81642000000001
2019-07-14,105.29598999999999
2019-07-19,54.09411
2019-07-26,75.54579000000001
2019-08-02,36.70494
2019-08-09,45.56932
2019-08-16,40.20625
2019-08-23,563.70072
2019-08-30,444.34089
2019-09-06,455.88509999999997
2019-09-13,29.21392
2019-09-20,132.57455
2019-09-27,71.44669999999999
2019-10-04,16.16011
2019-10-11,29.48591
2019-10-19,13.071010000000001
2020-05-22,123.28086
2020-05-29,124.16924
2020-06-05,105.87942999999999
2020-06-12,110.64788
2020-06-19,123.89925
2020-06-26,147.45094
2020-07-02,145.73994000000002
2020-07-10,133.12176
2020-07-17,140.58806
2020-07-23,140.39189
2020-07-30,140.54062
2020-08-07,129.17825
2020-08-14,121.55879
2020-08-20,130.24725
2020-08-27,122.28942
2020-09-03,139.97932
2020-09-11,135.54797000000002
2020-09-18,146.66994
2020-09-24,125.91495
2020-10-01,125.02878000000001
2020-10-08,122.84298
2020-10-16,178.18498000000002
2020-10-23,391.80712
2020-11-06,207.20224000000002
2021-05-19,11.70492
2021-05-28,14.78882
2021-06-04,11.26203
2021-06-11,19.51562
2021-06-18,33.392970000000005
2021-06-24,54.774139999999996
2021-07-02,90.76437999999999
2021-07-09,51.31984
2021-07-15,64.83863000000001
2021-07-23,107.21690000000001
2021-07-30,65.74453
2021-08-06,61.176269999999995
2021-08-13,78.37108810000001
2021-08-19,67.82501859999999
2021-08-27,177.7805986
2021-09-03,178.09345969999998
2021-10-01,15.9278753
2021-10-07,181.55350550000003
2021-10-22,429.02284860000003
2022-10-15,11.046723499999999
