date,calcium
YYYY-MM-DD,ppb
2015-06-30,31320.1497909443
2015-07-07,31506.7879122373
2015-07-14,31700.8300523753
2015-07-21,31526.681662238
2015-07-28,31967.2639516256
2015-08-04,31050.9408861522
2015-08-11,31898.167776288
2015-08-18,14197.9651188291
2015-08-26,19637.913769917
2016-02-23,32089.95294
2016-02-29,30032.31628
2016-06-29,31115.530130000003
2016-08-03,31531.35041
2016-08-10,32137.47254
2016-08-17,32035.948170000003
2016-08-23,31997.334430000003
2016-08-23,32159.95601
2016-08-23,32561.694429999996
2016-08-24,32698.85862
2016-08-31,32911.20555
2016-09-07,15658.06117
2016-09-14,16318.42251
2016-09-21,14591.27281
2016-09-28,32307.91143
2016-10-11,9550.17821
2016-10-19,29431.87656
2016-10-26,32155.51473
2016-11-02,32660.679409999997
2016-11-09,32281.12454
2016-11-16,32462.13974
2016-11-22,30397.06412
2016-11-29,18240.38422
2016-12-06,30778.07601
2016-12-13,30844.73616
2016-12-20,30816.59646
2016-12-27,30998.7298
2017-01-03,31211.03415
2017-01-10,31808.755500000003
2017-01-17,31628.239859999998
2017-01-24,31253.636339999997
2017-01-31,31657.120460000002
2017-02-07,33109.42398
2017-02-14,32447.859210000002
2017-02-21,32990.74223
2017-02-28,33081.47849
2017-03-07,33007.7609
2017-03-14,33380.67555
2017-03-21,33455.8879
2017-03-28,33482.22966
2017-04-04,33696.26819
2017-04-11,33846.59651
2017-04-18,34173.22999
2017-04-25,33782.46546
2017-05-02,33756.29727
2017-05-09,34092.80931
2017-05-16,32716.82898
2017-05-23,32766.2052
2017-05-30,32621.28717
2017-06-14,32485.20004
2017-06-20,32439.07254
2017-06-29,32947.90251
2017-07-05,32962.235649999995
2017-07-12,32840.95758
2017-07-18,32901.930889999996
2017-07-25,32584.96522
2017-08-03,32571.66286
2017-08-09,32778.52254
2017-08-16,32739.361319999996
2017-08-23,33101.68789
2017-08-29,32611.79277
2017-09-03,32870.56323
2017-09-13,32952.073169999996
2017-09-20,33108.04262
2017-09-27,32540.42926
2017-10-05,32173.26744
2017-10-10,32081.920690000003
2017-10-17,32169.05304
2017-10-24,10805.45516
2017-10-31,32085.31867
2017-11-07,32057.16012
2017-11-14,32231.037070000002
2017-11-21,32782.23612
2017-11-28,32482.9491
2017-12-03,32818.63945
2017-12-12,32494.89043
2017-12-19,32819.98621
2017-12-26,32722.62558
2018-01-02,32610.684259999998
2018-01-09,32834.052240000005
2018-01-16,33017.500920000006
2018-01-23,29160.19322
2018-01-30,29231.584189999998
2018-02-06,29217.72257
2018-02-13,29237.52936
2018-02-20,29225.18123
2018-02-27,29258.78698
2018-03-06,29212.92748
2018-03-13,29330.748760000002
2018-07-16,32955.54293
2018-07-23,32630.23035
2018-09-04,32359.603539999996
2018-09-10,36052.60675
2018-09-17,32841.52289
2018-09-24,32573.0821
2018-10-01,32248.38969
2018-10-29,32530.82634
2019-05-07,33078.68339
