date,nickel
YYYY-MM-DD,ppb
2019-05-10,2.0871899999999997
2019-05-19,2.42871
2019-05-24,2.41767
2019-06-03,2.33406
2019-06-18,5.945209999999999
2019-07-01,1.14817
2019-07-09,2.79919
2019-07-16,2.70104
2019-08-15,2.8826400000000003
2019-09-05,3.76643
2019-10-02,3.90381
2020-05-13,2.35728
2020-05-28,2.25882
2020-06-10,2.71536
2020-06-24,2.57132
2020-07-08,2.35073
2020-08-04,2.52365
2020-08-26,2.25148
2020-09-29,2.6041999999999996
2021-05-10,4.58067
2021-05-24,2.3645
2021-06-17,1.5912343
2021-06-30,1.5734686
2021-07-22,1.2634345999999999
2021-08-20,1.3399045
