date,silver
YYYY-MM-DD,ppb
2019-05-30,1.7194699999999998
2019-06-12,1.71986
2019-06-19,1.7169400000000001
2019-06-29,1.71571
2019-07-15,2.97116
2019-07-18,1.71219
2019-07-24,2.98211
2019-07-30,2.97628
2019-08-06,2.9744900000000003
2019-08-14,2.97844
2019-08-21,2.9732
2020-01-15,4.263120000000001
2020-02-08,4.2614600000000005
2020-02-18,4.26511
2020-03-05,4.25232
2020-03-18,4.24964
2020-03-30,4.25394
2020-08-30,0.75052
2020-09-10,0.72955
2020-09-18,0.74544
2020-09-28,0.73271
2020-10-06,0.73651
2020-10-16,0.7503700000000001
2020-10-23,0.73298
2020-10-30,0.74096
2020-11-06,0.7384000000000001
2020-11-14,0.7431500000000001
