date,calcium
YYYY-MM-DD,ppb
2014-12-12,67136.76206000001
2015-01-24,65854.3182
2015-02-07,78797.48357000001
2015-02-19,88425.47227
2015-03-16,61381.1107
2015-04-19,52551.058249999995
2015-05-11,44815.17788
2015-05-24,37830.92712
2015-06-02,44184.68505
2015-06-18,39738.32405
2015-07-02,44531.43806
2015-07-15,46462.427630000006
2015-08-02,56723.04816
2015-08-09,58353.57312
2015-10-04,57155.51995
2015-10-13,49575.44167
2015-10-26,56839.89888
2015-11-09,59976.890219999994
2015-12-09,47014.04176
2016-01-08,45920.14039
2016-01-28,58003.595539999995
2016-02-12,62442.79658
2016-02-21,49641.656149999995
2016-03-09,55993.26143
2016-03-24,58106.36716
2016-03-31,44933.610660000006
2016-04-08,56864.40598
2016-04-21,51272.15601
2016-05-02,53928.0850488746
2016-05-20,47363.1361182584
2016-05-27,43767.9109688416
2016-06-04,44868.180378239995
2016-06-11,39110.9359701846
2016-06-17,43557.22212
2016-06-27,44625.709429999995
2016-07-08,47995.153979999995
2016-07-15,51169.55035
2016-07-22,52293.35789
2016-07-29,54580.64264
2016-08-05,53631.00448999999
2016-08-12,54733.486249999994
2016-08-19,61712.50406
2016-08-26,56819.139599999995
2016-09-02,60688.46097
2016-09-09,59433.5235
2016-09-16,59687.07534
2016-09-23,42698.22529
2016-09-30,59502.979960000004
2016-10-12,57917.63011
2016-10-19,60765.03591
2016-10-27,57346.08862
2016-11-03,59276.94493
2016-11-12,59031.351590000006
2016-11-23,57197.27490999999
2016-12-04,62854.58001
2017-03-19,61043.56801
2017-04-12,57988.155889999995
2017-04-30,55435.95385
2017-05-14,38854.541410000005
2017-05-30,41353.53126
2017-06-15,43520.35412999999
2017-06-30,42965.159329999995
2017-07-13,41956.687300000005
2017-07-30,45662.77671
2017-08-25,54094.1778
2017-09-14,56133.413920000006
2017-09-27,57805.43843
2017-10-14,57816.36222
2017-10-23,57325.14386
2017-11-03,58286.9805
2017-11-16,59022.21951
2017-12-19,59705.12638
2018-01-05,59669.83675
2018-01-25,60027.878600000004
2018-03-03,56578.39665
2018-03-25,41009.23103
2018-06-08,43322.01138
2018-06-15,44371.46748
2018-06-25,48121.924150000006
2018-07-09,53411.94711
2018-07-15,54682.28682
2018-08-10,57705.32532
2018-08-17,58284.679910000006
2018-08-24,59740.33313
2019-02-27,61105.01806
2019-03-30,59160.93473
2019-04-18,46617.6711
2019-05-08,41975.42402
2019-06-05,35369.64195
2019-06-11,38741.40685
2019-06-21,38337.018939999994
2019-06-27,42096.79763
2019-07-05,40625.52689
2019-07-14,39407.60205
2019-07-19,40479.83274
2019-07-26,40444.73991
2019-08-02,42553.694059999994
2019-08-09,41946.875120000004
2019-08-16,44229.019909999995
2019-08-23,46818.86095
2019-08-30,50757.23422
2019-09-06,51121.48243
2019-09-13,50087.74837
2019-09-20,50814.74986
2019-09-27,52718.34998
2019-10-04,53112.79148
2019-10-11,55408.703109999995
2019-10-19,56199.26749
2020-02-11,59542.16613
2020-02-20,60544.51005
2020-03-11,60291.08179
2020-04-03,60344.71064999999
2020-04-09,54332.51045
2020-04-14,56367.89351
2020-04-24,50061.631129999994
2020-05-22,38284.509600000005
2020-05-29,39280.01308
2020-06-05,40529.829639999996
2020-06-12,46553.40302
2020-06-19,44904.561949999996
2020-06-26,44526.5121
2020-07-02,50774.830069999996
2020-07-10,51464.31866
2020-07-17,53395.02225
2020-07-23,55376.379129999994
2020-07-30,56092.13566
2020-08-07,57678.19278
2020-08-14,58579.84127
2020-08-20,63182.6393
2020-08-27,61926.95632
2020-09-03,63236.31474
2020-09-11,62619.29937
2020-09-18,62409.68454
2020-09-24,66960.05963999999
2020-10-01,62621.89754
2020-10-08,63818.70138
2020-10-16,64155.96542
2020-10-23,63588.34305
2020-10-27,63985.66101
2020-11-06,64331.86036
2020-11-13,63682.1921
2020-12-04,63368.33044
2021-01-08,63468.961330000006
2021-01-15,64612.740320000004
2021-01-28,59760.251
2021-02-11,59224.72528
2021-03-03,62752.442520000004
2021-03-19,60146.48272
2021-03-25,66441.45007
2021-04-07,57780.37757
2021-05-17,40169.08574
2021-05-28,40916.65493
2021-06-04,39203.80873
2021-06-11,49177.14702999999
2021-06-18,48847.84052
2021-06-24,50310.7259
2021-07-02,53126.4548
2021-07-09,56708.41558
2021-07-15,58527.29866
2021-07-23,57039.005509999995
2021-07-30,58257.121020000006
2021-07-31,54122.03393
2021-08-06,58242.009040000004
2021-08-13,62366.345323400004
2021-08-19,61772.074906400005
2021-08-27,63771.214565500006
2021-09-03,63096.3169068
2021-10-01,66062.65617039999
2021-10-07,64684.4463958
2021-10-15,61479.530583
2021-10-22,61570.3883478
2021-10-27,60931.1844154
2021-11-03,60322.372488600005
2021-11-11,60735.4311517
