date,manganese
YYYY-MM-DD,ppb
2014-12-12,2.4340800000000002
2015-01-24,0.83589
2015-02-07,0.90945
2015-02-19,0.92804
2015-03-16,0.5606599999999999
2015-04-19,0.90794
2015-05-11,0.6805
2015-05-24,0.51352
2015-06-02,0.6322300000000001
2015-06-18,0.33824
2015-07-02,0.14054
2015-07-15,0.08685999999999999
2015-08-02,0.9794400000000001
2015-08-09,1.5861100000000001
2015-10-04,0.10732
2015-10-13,0.21028000000000002
2015-10-26,0.17101000000000002
2015-11-09,0.15572
2015-11-23,0.65641
2015-12-09,0.14474
2015-12-30,5.29083
2016-01-08,0.18959
2016-01-18,0.34693
2016-01-28,0.06169
2016-02-12,0.34597999999999995
2016-02-21,0.2158
2016-03-09,0.42728
2016-03-24,0.04375999999999999
2016-03-31,0.23654000000000003
2016-04-08,1.26878
2016-04-21,0.96501
2016-05-02,1.0108089223999999
2016-05-12,0.909490086
2016-05-20,1.4585752705000001
2016-05-27,1.5980801387999999
2016-06-04,2.935056528
2016-06-11,1.6658403618999997
2016-06-17,1.39005
2016-06-27,1.3617599999999999
2016-07-08,0.7679999999999999
2016-07-15,0.7373799999999999
2016-07-22,0.82733
2016-07-29,1.3098199999999998
2016-08-05,1.06322
2016-08-12,1.9853100000000001
2016-08-19,2.36016
2016-08-26,2.7922599999999997
2016-08-27,3.2617200000000004
2016-09-02,3.09153
2016-09-09,2.46746
2016-09-16,172.96463
2016-09-23,2.9698700000000002
2016-09-30,1.96941
2016-10-12,1.41116
2016-10-19,2.91974
2016-10-27,1.3515
2016-11-03,1.34189
2016-11-12,3.29583
2016-11-23,2.5607999999999995
2016-12-04,3.78287
2016-12-19,3.65694
2017-03-19,1.57504
2017-04-12,1.92295
2017-04-30,1.36486
2017-05-14,1.89955
2017-05-30,1.38929
2017-06-15,6.7006
2017-06-30,0.97147
2017-07-13,0.71006
2017-07-30,0.83882
2017-08-25,3.73481
2017-09-14,2.43563
2017-09-27,1.93569
2017-10-14,1.5817700000000001
2017-10-23,1.4418600000000001
2017-10-29,13.46276
2017-11-03,1.6066500000000001
2017-11-16,1.6964000000000001
2018-03-04,2.29163
2018-05-25,1.5937000000000001
2018-06-08,0.8809500000000001
2018-06-15,0.67611
2018-06-25,0.6648
2018-07-09,1.12209
2018-07-15,1.35822
2018-08-10,4.6922999999999995
2018-08-17,1.49214
2018-08-24,1.32985
2018-09-07,2.09429
2018-09-14,1.66485
2018-09-21,1.04199
2018-10-05,0.98634
2018-10-12,2.13755
2018-10-18,0.7901900000000001
2018-10-25,0.7326100000000001
2018-11-02,0.57368
2018-11-10,0.82453
2018-11-17,0.66968
2019-02-27,1.1081699999999999
2019-03-21,0.8820300000000001
2019-03-30,0.50101
2019-04-18,0.53254
2019-05-08,0.5401199999999999
2019-06-05,1.6633999999999998
2019-06-11,1.38995
2019-06-21,1.25912
2019-06-27,0.80488
2019-07-05,0.67094
2019-07-14,0.6685000000000001
2019-07-19,0.67151
2019-07-26,0.69867
2019-08-02,0.85731
2019-08-09,0.68948
2019-08-16,1.03261
2019-08-23,4.99747
2019-08-30,2.0211799999999998
2019-09-06,2.1054
2019-09-13,1.63594
2019-09-20,2.3276
2019-09-27,4.6578599999999994
2019-10-04,2.15744
2019-10-11,1.75094
2019-10-19,2.17727
2019-10-25,1.0894
2019-11-03,1.3280800000000001
2019-11-08,1.49833
2019-11-15,1.7095099999999999
2019-11-22,1.6167500000000001
2019-12-04,1.2990599999999999
2019-12-12,1.0851199999999999
2019-12-20,1.0033400000000001
2020-01-08,1.5207899999999999
2020-01-21,0.71816
2020-01-28,1.16323
2020-02-11,1.04627
2020-02-20,0.81552
2020-03-11,0.58613
2020-03-17,0.86731
2020-04-03,0.34243
2020-04-09,0.91192
2020-04-14,0.46768
2020-04-24,0.4182
2020-05-22,0.8978600000000001
2020-05-29,1.05245
2020-06-05,0.95702
2020-06-12,0.6440600000000001
2020-06-19,0.65135
2020-06-26,0.49578999999999995
2020-07-02,0.55163
2020-07-10,0.68083
2020-07-17,0.86926
2020-07-23,0.8548500000000001
2020-07-30,1.40097
2020-08-07,1.49086
2020-08-14,2.51201
2020-08-20,1.6936399999999998
2020-08-27,1.6083
2020-09-03,6.06008
2020-09-11,1.1390799999999999
2020-09-18,1.81712
2020-09-24,2.48915
2020-10-01,2.68377
2020-10-08,2.03308
2020-10-16,2.33383
2020-10-23,1.69067
2020-10-27,2.69614
2020-11-06,2.36937
2020-11-13,1.64133
2020-11-20,1.7577699999999998
2020-12-04,1.83196
2021-01-08,7.83041
2021-01-15,6.19234
2021-01-28,5.40033
2021-02-11,5.545909999999999
2021-03-03,6.113110000000001
2021-03-19,6.1919900000000005
2021-03-25,7.01154
2021-04-07,2.06635
2021-05-17,0.98538
2021-05-28,1.36422
2021-06-04,1.72465
2021-06-11,0.79683
2021-06-18,0.92262
2021-07-02,2.01792
2021-07-09,0.71089
2021-07-15,3.19197
2021-07-30,1.1859899999999999
2021-08-06,0.9658100000000001
2021-08-13,0.8131394000000001
2021-08-19,0.462503
2021-08-27,0.43716770000000005
2021-09-03,0.9582250999999999
2021-10-01,2.0648043
2021-10-07,0.7592137999999999
2021-10-22,2.6684795
2021-10-27,0.5731275
2021-11-03,2.7126882
2021-11-11,1.4172414999999998
2022-10-15,0.5653591
