date,silicon
YYYY-MM-DD,ppb
2014-12-07,2356.7586499999998
2015-02-07,2679.81077
2015-02-19,3177.3234
2015-03-16,2177.77286
2015-04-19,2048.2439299999996
2015-05-02,5719.886619999999
2015-05-11,5710.89649
2015-05-24,5638.941059999999
2015-06-02,5373.4567400000005
2015-06-18,2506.7264
2015-07-02,5225.04109
2015-07-15,2441.46297
2015-08-02,1799.4643700000001
2015-08-09,1855.0241700000001
2015-10-04,3176.3360000000002
2015-10-13,3361.45379
2015-10-26,3261.47637
2015-11-09,3007.29466
2015-11-23,3084.53282
2015-12-09,3231.5995
2015-12-30,3110.5211000000004
2016-01-08,3223.78291
2016-01-18,3079.28598
2016-01-28,3198.23623
2016-02-12,3177.91648
2016-02-21,3743.91996
2016-03-09,3304.14828
2016-03-24,3683.3527299999996
2016-03-31,3090.5680899999998
2016-04-08,2322.7709
2016-04-21,2164.13104
2016-05-02,2221.6541518424
2016-05-12,2107.0536595189
2016-05-20,1921.3564907934003
2016-05-27,1857.1858307856
2016-06-04,1462.3507723968
2016-06-11,1685.7620422500001
2016-06-17,1423.9348599999998
2016-06-27,1501.47975
2016-07-08,1764.48766
2016-07-15,1824.56437
2016-07-22,1928.5678400000002
2016-07-29,2055.6857600000003
2016-08-05,1925.25258
2016-08-12,2105.9218
2016-08-19,2189.16291
2016-08-26,2116.35278
2016-08-27,2088.57689
2016-09-02,2002.0264900000002
2016-09-09,2047.56346
2016-09-16,2113.45297
2016-09-23,2110.6505899999997
2016-09-30,2107.33527
2016-10-12,2189.94233
2016-10-19,2107.958
2016-10-27,2160.18586
2016-11-03,2167.09359
2016-11-12,2213.05514
2016-11-23,2057.07249
2016-12-04,2380.69089
2016-12-19,2302.88181
2017-02-01,2380.30802
2017-03-19,2514.2284
2017-04-12,2494.72385
2017-04-30,2649.1601
2017-05-11,2333.02158
2017-05-30,2000.70695
2017-06-15,1761.28162
2017-06-24,1490.99007
2017-06-30,1637.5448900000001
2017-07-13,1479.39841
2017-07-30,1836.9247799999998
2017-08-25,2136.5125399999997
2017-09-14,2336.65851
2017-09-27,2477.63719
2017-10-14,2085.31763
2017-10-23,2101.2981
2017-11-03,2207.01552
2017-11-16,2090.78565
2017-12-19,2548.83582
2018-01-06,2577.08731
2018-01-26,2552.6652999999997
2018-03-03,2360.8433299999997
2018-03-04,2053.75299
2018-03-17,2251.66772
2018-05-07,2143.9896400000002
2018-05-25,1650.9513000000002
2018-06-08,1462.7056200000002
2018-06-15,1409.61631
2018-06-25,1672.4407199999998
2018-07-11,1870.3177099999998
2018-07-15,1881.47311
2018-08-10,2216.45772
2018-08-17,2154.7294500000003
2018-08-24,2265.74061
2018-09-07,2263.7416200000002
2018-09-14,2357.81989
2018-09-21,2369.60926
2018-10-05,2406.18194
2018-10-12,2558.61871
2018-10-18,2590.95628
2018-10-25,2536.58515
2018-11-02,2564.40946
2018-11-10,2683.21285
