date,zinc
YYYY-MM-DD,ppb
2021-06-14,177.55307
2021-06-21,93.52344000000001
2021-06-29,52.78098
2021-07-08,78.09938
2021-07-21,26.649169999999998
2021-07-27,79.88741
2021-08-05,132.83235
2021-08-11,53.17749
2021-08-18,32.72907
2021-08-26,34.27492
2021-08-30,117.94685
2021-09-12,31.85937
2021-10-06,29.1705
2021-10-13,61.8255861
2021-11-05,39.3745934
2021-12-16,197.1083188
