date,tin
YYYY-MM-DD,ppb
2020-05-22,0.0
2020-05-29,0.0
2020-06-12,0.5489
2020-06-19,0.50029
2020-06-26,0.41695000000000004
2020-07-02,0.50933
2020-07-10,0.46407
2020-07-17,0.58744
2020-07-23,0.42818
2020-07-30,0.36179000000000006
2020-08-07,0.36605
2020-08-14,0.45638
2020-08-20,0.41258000000000006
2020-08-27,0.40536000000000005
2020-09-03,0.43343
2020-09-11,0.50259
2020-09-18,0.39766
2020-09-24,0.46601
2020-10-01,0.36988
2020-10-16,0.39273
2020-10-23,0.38941000000000003
2020-11-06,0.41184
2021-01-21,0.43391
2021-02-17,0.39229
2021-03-10,79.78787
2021-04-14,9.85115
2021-05-19,0.0
2021-05-28,0.0
2021-06-04,0.0
2021-06-11,0.0
2021-06-24,47.1326
2021-07-09,0.06257
2021-07-15,0.68704
2021-07-23,0.0
2021-07-30,0.0
2021-08-06,0.0
2021-08-13,0.1836024
2021-08-27,0.1401029
2021-09-03,0.1538082
2021-10-01,0.0768253
2021-10-07,0.0705686
2021-10-22,-9999.0
2021-11-03,-9999.0
2021-11-11,-9999.0
