date,potassium
YYYY-MM-DD,ppb
2015-04-28,733.624067086689
2015-04-29,677.324917916639
2015-04-30,700.159329681885
2015-05-01,703.849445262137
2015-05-02,712.202167035528
2015-05-03,677.25214639318
2015-05-04,647.800162015026
2015-05-05,664.792130265562
2015-05-06,629.001003710024
2015-05-07,624.387856797573
2015-05-08,658.403320255357
2015-05-09,672.505817091286
2015-05-10,765.927427580192
2015-05-11,630.689374978766
2015-05-12,627.410892853102
2015-05-13,625.344866134498
2015-05-14,641.869745404309
2015-05-15,666.29236745619
2015-05-16,648.118421099231
2015-05-17,626.920990633276
2015-05-18,626.563015993369
2015-05-19,641.360232433316
2015-05-20,3701.35159275087
2015-05-20,580.097983814747
2015-05-21,569.396155906738
2015-05-21,588.28750600496
2015-05-22,594.537994677623
2015-05-23,576.389673953046
2015-05-24,590.161710352104
2015-05-25,597.525097856406
2015-05-26,587.899178145275
2015-05-27,571.065579351569
2015-05-28,567.545190197341
2015-05-29,556.406861330362
2015-05-30,551.445938592538
2015-05-31,552.007469569003
2015-06-01,537.573592521694
2015-06-02,524.049987785456
2015-06-03,518.438950790292
2015-06-04,509.710453624081
2015-06-05,553.048889608699
2015-06-06,521.201375686238
2015-06-07,505.727103533771
2015-06-08,527.297058034307
2015-06-09,499.503653768044
2015-06-10,497.7835211387
2015-06-11,528.643880940532
2015-06-12,548.738430529823
2015-06-13,527.2818878214
2015-06-14,545.4183917664
2015-06-15,538.282269616
2015-06-16,540.1545962734999
2015-06-17,508.25245027439996
2015-06-18,526.2544092129
2015-06-19,504.5902946174
2015-06-20,507.09836137750005
2015-06-21,496.2234529042
2015-06-22,492.3001031512
2015-06-23,484.5411268973073
2015-06-24,490.0449819836662
2015-06-25,495.91237678569775
2015-06-26,487.0698884696764
2015-06-27,472.89123069819556
2015-06-28,547.7290001465433
2015-06-29,486.1496023317636
2015-06-30,481.6941541011389
2015-07-01,486.3305848379534
2015-07-02,490.64314258439583
2015-07-03,487.1928738592215
2015-07-04,517.8576898603169
2015-07-05,501.731296081342
2015-07-06,509.05493951799923
