date,thorium
YYYY-MM-DD,ppb
2019-10-07,0.07368000000000001
2020-05-26,0.00613
2020-10-09,0.018860000000000002
2021-05-25,0.0464
2021-07-28,0.04724
2021-10-05,0.04823
