date,cobalt
YYYY-MM-DD,ppb
2014-12-07,0.15963000000000002
2015-01-24,0.08323
2015-02-07,0.08873
2015-03-16,0.09102
2015-04-19,0.11012
2015-05-11,0.05061
2015-05-24,0.06023
2015-06-02,0.05914
2015-06-18,0.058190000000000006
2015-07-02,0.06981
2015-07-15,0.059239999999999994
2015-08-02,0.09058999999999999
2015-08-09,0.07257000000000001
2015-10-04,0.04822
2015-10-13,0.06746
2015-10-26,0.04783
2015-11-09,0.057359999999999994
2015-11-23,0.04344
2015-12-09,0.05645
2015-12-30,0.04034
2016-01-08,0.048060000000000005
2016-01-18,0.05392
2016-01-28,0.05644
2016-02-12,0.04926
2016-02-21,0.051919999999999994
2016-03-09,0.0484
2016-03-24,0.04401000000000001
2016-03-31,0.05273
2016-04-08,0.07109
2016-04-21,0.06881
2016-05-02,0.0552313355
2016-05-12,0.08245597140000001
2016-05-20,0.25519707779999995
2016-05-27,0.077147742
2016-06-04,0.08266174350000001
2016-06-11,0.0603265175
2016-06-17,0.05516
2016-06-27,0.04823
2016-07-08,0.05766
2016-07-15,0.06724
2016-07-22,0.06468
2016-07-29,0.06982000000000001
2016-08-05,0.06737
2016-08-12,0.05204
2016-08-19,0.062110000000000005
2016-08-26,0.0931
2016-09-02,0.07917
2016-09-09,0.059829999999999994
2016-09-16,0.06355000000000001
2016-09-23,0.05357
2016-09-30,0.06189
2016-10-12,0.06296
2016-10-19,0.05537
2016-10-27,0.05922
2016-11-03,0.093
2016-11-12,0.0666
2016-11-23,0.08079
2016-12-04,0.05151
2017-04-12,0.05902
2017-04-30,0.07727
2017-05-14,0.07972
2017-05-30,0.10311000000000001
2017-06-15,0.04768
2017-06-30,0.056620000000000004
2017-07-30,0.26107
2017-08-25,0.05839
2017-09-14,0.06415
2017-09-27,0.09716000000000001
2017-10-14,0.07257999999999999
2017-10-23,0.0654
2017-11-16,0.07259
2018-03-03,0.05041
2018-05-07,0.05667
2018-05-25,0.051399999999999994
2018-06-08,0.05358
2018-06-15,0.051430000000000003
2018-06-25,0.060759999999999995
2018-07-09,0.07035
2018-07-15,0.06417
2018-08-10,0.05007
2018-08-17,0.05836
2018-08-24,0.059829999999999994
2018-09-07,0.06766
2018-09-14,0.06473999999999999
2018-09-21,0.06251
2018-09-28,0.06663
