date,uranium
YYYY-MM-DD,ppb
2016-10-16,0.02133
2016-10-19,0.00666
2016-10-27,0.00624
2016-11-03,0.00398
2016-11-12,0.00384
2016-11-23,0.00727
2017-08-04,0.00266
2017-08-25,0.22567
2017-09-27,0.11155
2017-10-05,0.06519
2017-10-12,0.054790000000000005
2017-10-24,0.01936
2017-11-03,0.01572
2017-11-15,0.006579999999999999
2018-05-25,0.00988
2018-06-09,0.5647300000000001
2018-06-15,0.02666
2018-06-25,0.0031
2018-07-16,0.00377
2018-08-10,0.00552
2018-08-17,0.00334
2018-08-24,0.007010000000000001
2019-06-23,0.01917
2019-06-27,0.02712
2019-07-05,0.03089
2019-07-14,0.0
2019-07-19,0.0
2019-07-26,0.00956
2019-08-02,0.0
2019-08-09,0.00882
2019-08-16,0.01053
2019-08-23,0.69677
2019-08-30,0.52894
2019-09-06,0.30771
2019-09-13,0.02205
2019-09-20,0.03609
2019-09-27,0.00894
2019-10-04,0.00625
2019-10-11,0.01307
2019-10-19,0.01877
2020-03-01,0.012390000000000002
2020-04-01,0.01218
2020-04-28,0.03805
2020-05-22,0.02808
2020-05-29,0.02418
2020-06-05,0.039060000000000004
2020-06-12,0.16096
2020-06-19,0.06025
2020-06-26,0.011859999999999999
2020-07-02,0.00443
2020-07-10,0.01665
2020-07-17,0.010159999999999999
2020-07-23,0.02602
2020-07-30,0.00826
2020-08-07,0.00611
2020-08-14,0.024169999999999997
2020-08-20,0.0235
2020-08-27,0.032100000000000004
2020-09-03,0.03917
2020-09-11,0.01755
2020-09-18,0.00822
2020-09-24,0.010629999999999999
2020-10-01,0.01614
2020-10-08,0.034589999999999996
2020-10-16,0.0103
2020-10-23,0.00901
2020-11-06,0.005860000000000001
2021-01-21,0.00942
2021-02-17,0.01083
2021-03-10,0.0
2021-04-14,0.07152
2021-05-19,0.04509
2021-05-28,0.03482
2021-06-04,0.3966
2021-06-11,0.02404
2021-06-18,0.06143
2021-06-24,0.032
2021-07-02,0.04739
2021-07-09,0.00165
2021-07-15,0.0060999999999999995
2021-07-23,0.00405
2021-07-30,0.0
2021-08-06,0.00301
2021-08-13,0.010431900000000001
2021-08-19,0.0060744
2021-08-27,0.0138966
2021-09-03,0.008896000000000001
2021-10-01,0.0169672
2021-10-07,0.049829200000000004
2021-10-22,0.0094087
2021-11-03,0.011992800000000001
2021-11-11,0.0083321
2021-12-20,0.0152358
