date,tin
YYYY-MM-DD,ppb
2019-05-30,0.0
2019-06-12,0.0
2019-06-19,0.0
2019-06-29,0.0
2019-07-15,0.0
2019-07-18,0.0
2019-07-24,0.0
2019-07-30,0.0
2019-08-06,0.0
2019-08-14,0.02654
2019-08-21,0.0
2020-01-15,0.08314
2020-02-08,0.047299999999999995
2020-02-18,0.55051
2020-03-05,0.020409999999999998
2020-03-18,0.035590000000000004
2020-03-30,0.00821
2020-08-30,0.31413
2020-09-10,0.23664000000000002
2020-09-18,0.1954
2020-09-28,0.16985
2020-10-06,0.17183
2020-10-16,0.22266000000000002
2020-10-23,0.21963
2020-10-30,0.17201
2020-11-06,0.11832000000000001
2020-11-14,0.12429000000000001
