date,titanium
YYYY-MM-DD,ppb
2015-10-21,1.5074
2015-11-01,0.87832
2015-11-09,1.1268799999999999
2015-11-17,1.13521
2015-11-23,1.4294499999999999
2015-12-03,1.46007
2015-12-14,1.4965899999999999
2015-12-22,1.39192
2015-12-28,1.4118600000000001
2016-01-04,1.60142
2016-01-12,1.58281
2016-02-02,1.45625
2016-02-15,1.25129
2016-02-23,2.04656
2016-02-29,1.94437
2016-03-08,1.48277
2016-03-15,1.46393
2016-03-21,1.48876
2016-03-29,1.47966
2016-04-05,1.70547
2016-04-12,1.50672
2016-04-19,1.5218200000000002
2016-04-25,1.51199
2016-05-03,1.5490499999999998
2016-05-11,1.62392
2016-05-17,1.65173
2016-05-27,1.70218
2016-06-01,1.70563
2016-06-09,1.67886
2016-06-16,1.75362
2016-06-22,1.7361
2016-06-29,1.62776
2016-07-08,1.07756
2016-07-15,0.80149
2016-07-22,0.8292900000000001
2016-07-29,0.93829
2016-08-05,0.8652899999999999
2016-08-12,1.72858
2016-08-19,1.6696
2016-08-26,1.7900399999999999
2016-09-02,1.83843
2016-09-09,1.4546799999999998
2016-09-16,1.37177
2016-09-23,1.4782300000000002
2016-10-01,1.2525300000000001
2016-10-12,0.6114499999999999
2016-10-19,1.91059
2016-10-21,0.7814699999999999
2016-10-27,1.8190799999999998
2016-11-03,2.2259200000000003
2016-11-12,1.71783
2016-11-22,0.6884800000000001
2016-11-29,4.30259
2016-12-06,9.42265
2016-12-13,0.7122499999999999
2016-12-27,0.9941500000000001
2017-01-03,0.94018
2017-01-17,11.386989999999999
2017-01-24,21.7021
2017-01-31,0.91167
2017-02-07,1.08703
2017-02-15,1.06797
2017-02-21,0.8562400000000001
2017-02-28,0.8993
2017-03-09,1.06359
2017-03-14,0.9111400000000001
2017-03-21,0.9579500000000001
2017-03-28,0.86287
2017-04-04,0.88832
2017-04-11,0.60813
2017-04-18,1.07959
2017-04-25,2.82283
2017-05-02,1.4998200000000002
2017-05-09,1.35492
2017-05-16,1.4237900000000001
2017-05-23,1.3698199999999998
2017-05-30,2.1038
2017-06-01,1.2592400000000001
2017-06-16,1.43382
2017-06-30,1.48849
2017-07-30,1.45175
2017-08-25,1.45893
2017-09-14,1.4637
2017-09-27,1.41397
2017-10-10,1.4532800000000001
2017-10-14,0.66042
2017-10-17,1.33704
2017-10-23,0.66664
2017-10-24,1.18098
2017-10-31,1.18295
2017-11-03,0.75683
2017-11-07,1.07769
2017-11-14,1.0778
2017-11-15,0.75978
2017-11-21,1.06149
2017-11-24,1.0778
2017-11-28,1.02309
2017-12-05,0.89446
2017-12-12,1.03935
2017-12-19,0.82712
2017-12-26,0.8219500000000001
2018-01-02,0.7639600000000001
2018-01-09,0.74034
2018-01-16,0.6993099999999999
2018-01-23,1.47172
2018-01-30,1.29443
2018-02-06,1.2409299999999999
2018-02-13,1.27943
2018-02-20,1.23174
2018-02-27,1.1923400000000002
2018-03-06,1.1209099999999999
2018-03-13,1.13686
2018-03-20,1.53791
2018-03-27,1.4080899999999998
2018-04-03,1.34428
2018-04-10,1.2004
2018-04-17,1.3606399999999998
2018-04-24,1.1246200000000002
2018-05-01,1.23599
2018-05-25,1.18676
2018-06-09,1.26008
2018-06-15,1.15784
2018-06-25,1.31266
2018-07-11,1.28101
2018-07-16,1.38135
2018-08-10,1.30333
2018-08-17,1.24916
2018-08-24,1.34809
2018-09-07,0.25257
2018-09-14,0.3336
2018-09-21,0.22216
2018-09-28,3.3893
2018-10-05,0.8468100000000001
2018-10-12,0.29516
2018-10-19,0.18347
2018-10-25,0.24508
2018-11-02,0.22110999999999997
2019-05-07,1.3067799999999998
2019-06-23,1.84716
2019-06-27,15.63644
2019-07-05,2.0812
2019-07-14,43.01138
2019-07-19,81.55307
2019-07-26,34.616189999999996
2019-08-02,16.93167
2019-08-09,2.06807
2019-08-16,1.51302
2019-08-23,28.52619
2019-08-30,28.825609999999998
2019-09-06,28.070349999999998
2019-09-13,1.06886
2019-09-20,0.7968600000000001
2019-09-27,0.68365
2019-10-04,0.62896
2019-10-11,0.49838
2019-10-19,0.29579
2020-05-22,0.26762
2020-05-29,0.0
2020-06-05,1.14622
2020-06-12,0.05342
2020-06-19,0.07082
2020-06-26,0.8591500000000001
2020-07-02,0.49868
2020-07-10,1.5184
2020-07-17,2.10716
2020-07-23,0.0
2020-07-30,0.0077399999999999995
2020-08-07,0.0
2020-08-14,0.0
2020-08-20,0.0
2020-08-27,0.0
2020-09-03,0.0
2020-09-11,0.0
2020-09-18,0.0
2020-09-24,0.0
2020-10-01,0.0
2020-10-08,0.0
2020-10-16,0.0
2020-10-23,4.73405
2020-11-06,0.0
2021-05-19,1.83318
2021-05-28,1.58939
2021-06-04,1.7897
2021-06-11,1.7541000000000002
2021-06-18,2.00594
2021-06-24,1.8368799999999998
2021-07-02,1.50401
2021-07-09,1.5778500000000002
2021-07-15,1.5679599999999998
2021-07-23,2.0577799999999997
2021-07-30,1.82254
2021-08-06,1.52291
2021-08-13,0.6054311
2021-08-19,0.7162383999999999
2021-08-27,0.4678841
2021-09-03,0.6157179
2021-10-01,0.42956269999999996
2021-10-07,0.8358492
2021-10-22,0.7633665000000001
2022-10-15,0.5042579
