date,iron
YYYY-MM-DD,ppb
2014-12-07,5.14452
2015-01-24,3.33853
2015-02-07,3.81885
2015-03-16,4.17644
2015-04-19,4.034479999999999
2015-05-11,5.64601
2015-05-24,5.474130000000001
2015-06-02,5.23408
2015-06-18,4.29681
2015-07-02,2.6984999999999997
2015-07-15,6.599880000000001
2015-08-02,6.444260000000001
2015-08-09,4.18625
2015-10-04,3.3811600000000004
2015-10-13,12.50458
2015-10-26,4.4431199999999995
2015-11-09,3.6877199999999997
2015-11-23,5.77572
2015-12-09,4.67037
2015-12-30,4.8982
2016-01-08,4.14724
2016-01-18,5.17982
2016-01-28,4.1478
2016-02-12,3.8463700000000003
2016-02-21,4.58571
2016-03-09,4.364850000000001
2016-03-24,3.4045799999999997
2016-03-31,4.10131
2016-04-08,12.197
2016-04-21,9.8045
2016-05-02,13.183854927499999
2016-05-12,14.6934094032
2016-05-20,29.937981160499994
2016-05-27,14.502885899999999
2016-06-04,15.984599137500002
2016-06-11,10.889211758
2016-06-17,14.514800000000001
2016-06-27,11.37942
2016-07-08,13.906099999999999
2016-07-15,10.880410000000001
2016-07-22,20.81884
2016-07-29,10.57162
2016-08-05,20.41058
2016-08-12,16.92613
2016-08-19,12.80645
2016-08-26,20.37299
2016-09-02,28.12865
2016-09-09,19.16992
2016-09-16,10.806750000000001
2016-09-23,16.45812
2016-09-30,26.46018
2016-10-12,13.50147
2016-10-19,12.14394
2016-10-27,6.166740000000001
2016-11-03,16.80334
2016-11-12,7.41835
2016-11-23,11.720950000000002
2016-12-04,8.24061
2017-04-12,14.783710000000001
2017-04-30,49.86593
2017-05-14,81.63567
2017-05-30,64.27309
2017-06-15,13.369599999999998
2017-06-30,28.77433
2017-07-30,1111.67561
2017-08-25,7.3009900000000005
2017-09-14,12.53668
2017-09-27,10.179659999999998
2017-10-14,10.890699999999999
2017-10-23,14.031830000000001
2017-11-16,10.08737
2018-03-03,29.270580000000002
2018-05-07,10.982909999999999
2018-05-25,8.83221
2018-06-08,12.51803
2018-06-15,6.96322
2018-06-25,5.58732
2018-07-09,8.673210000000001
2018-07-15,20.006719999999998
2018-08-10,7.530679999999999
2018-08-17,6.68743
2018-08-24,5.95456
2018-09-07,10.84649
2018-09-14,12.92021
2018-09-21,10.39959
2018-09-28,8.305909999999999
