date,magnesium
YYYY-MM-DD,ppb
2014-12-12,12858.203370000001
2015-01-24,12318.228079999999
2015-02-07,14941.582699999999
2015-03-16,11584.11677
2015-04-19,10549.81047
2015-05-11,8532.27029
2015-05-24,8375.332610000001
2015-06-02,6515.232539999999
2015-06-18,6141.20825
2015-07-02,6356.4933900000005
2015-07-15,6913.50836
2015-08-02,9465.92167
2015-08-09,9570.40871
2015-10-04,10563.44917
2015-10-13,10334.187609999999
2015-10-26,10432.38406
2015-11-09,10603.621490000001
2015-11-23,10768.328160000001
2015-12-09,10805.643090000001
2016-01-28,10996.33478
2016-02-12,11080.04118
2016-02-21,10752.149119999998
2016-03-09,10549.16694
2016-03-24,11280.24249
2016-03-31,10494.220430000001
2016-04-08,10838.402530000001
2016-04-21,9576.76379
2016-05-02,9197.387473031
2016-05-27,7581.6936261500005
2016-06-04,10206.180601002
2016-06-17,6883.92656
2016-06-27,6899.5362000000005
2016-07-08,7214.10342
2016-07-15,7866.92322
2016-07-22,8199.31961
2016-07-29,9211.51844
2016-08-05,7753.61473
2016-08-12,8443.62015
2016-08-19,9804.13019
2016-08-26,9764.27882
2016-09-02,8618.45606
2016-09-09,9449.88336
2016-09-16,9649.379780000001
2016-09-23,3750.4993000000004
2016-09-30,9816.25717
2016-10-12,10221.91662
2016-10-19,10570.125129999999
2016-10-27,10042.49984
2016-11-03,10916.43752
2016-11-12,10697.732329999999
2016-11-23,11553.50664
2017-03-19,12180.399809999999
2017-04-12,11666.659689999999
2017-04-30,10427.876530000001
2017-06-30,6622.207170000001
2017-07-30,6501.6325099999995
2017-08-25,9411.46026
2017-09-14,9612.792449999999
2017-09-27,10225.57586
2017-10-14,9946.36764
2017-10-23,10528.67483
2017-11-03,10706.82976
2017-11-16,11306.71805
2018-03-03,10521.39996
2018-05-25,7444.86143
2018-06-08,6675.44486
2018-06-15,7233.95435
2018-06-25,7252.95162
2018-07-09,8253.55727
2018-07-15,8563.64093
2018-08-10,9968.86905
2018-08-17,9838.75231
2018-08-24,10169.545970000001
2018-09-07,10447.75437
2018-09-14,10952.145390000001
2018-09-28,11187.63798
2018-10-05,10229.75375
2018-10-12,11112.14976
2018-10-18,10919.12883
2018-10-25,11113.59577
2018-11-02,11126.22134
2018-11-10,12449.47207
2018-11-17,11534.70966
2019-02-27,11083.62768
2019-03-30,11467.42133
2019-04-18,11220.213490000002
2019-05-08,9619.88525
2019-06-05,7518.06919
2019-06-11,6852.5770999999995
2019-06-21,6644.07576
2019-06-27,3537.25031
2019-07-05,6374.5523
2019-07-14,6227.80714
2019-07-19,6448.13346
2019-07-26,6543.58109
2019-08-02,6758.816500000001
2019-08-09,6555.461370000001
2019-08-16,7486.0416
2019-08-23,7994.56644
2019-08-30,8376.51253
2019-09-06,8859.838600000001
2019-09-13,9082.94398
2019-09-20,9788.24002
2019-09-27,10036.96002
2019-10-04,10292.19959
2019-10-11,10580.82754
2019-10-19,10627.624370000001
2019-10-25,10651.572900000001
2019-11-03,10423.46111
2019-11-08,10581.49031
2019-11-15,10812.654330000001
2019-11-22,10514.58721
2019-12-04,11137.23914
2019-12-12,10956.42351
2019-12-20,11128.05976
2020-01-08,11282.79326
2020-01-21,11297.67238
2020-01-28,11345.32059
2020-02-11,7208.531279999999
2020-02-20,7352.659519999999
2020-03-11,7256.90608
2020-03-17,7424.20243
2020-04-03,7157.11441
2020-04-09,7310.15868
2020-04-14,6786.11363
2020-04-24,6783.15452
2020-05-22,6448.525180000001
2020-05-29,5578.62403
2020-06-05,4470.44163
2020-06-12,4171.11685
2020-06-19,3663.93977
2020-06-26,3592.1933200000003
2020-07-02,4195.60625
2020-07-10,4248.55702
2020-07-17,4422.31826
2020-07-23,4633.23804
2020-07-30,4740.0049500000005
2020-08-07,5020.01075
2020-08-14,5361.489769999999
2020-08-20,5522.627700000001
2020-08-27,5727.66385
2020-09-03,5921.23708
2020-09-11,5991.469029999999
2020-09-18,6278.03546
2020-09-24,5887.1800299999995
2020-10-01,6079.19987
2020-10-08,6078.66678
2020-10-16,7619.12413
2020-10-23,6331.745110000001
2020-10-27,6368.93376
2020-11-06,6515.872090000001
2020-11-13,6736.52994
2020-12-04,6370.7506
2021-01-08,6554.26865
2021-01-15,7024.8173799999995
2021-01-28,11174.8154
2021-02-11,11253.56728
2021-03-03,11544.70196
2021-03-19,11508.52932
2021-03-25,11339.0
2021-04-07,11925.02
2021-05-17,7892.58
2021-05-28,7049.341
2021-06-04,6959.377
2021-06-11,6566.48919
2021-06-18,6398.00209
2021-06-24,6722.615540000001
2021-07-02,6939.89865
2021-07-09,7247.7153499999995
2021-07-15,7789.193
2021-07-23,6260.1416500000005
2021-07-30,7832.678029999999
2021-07-31,7881.107980000001
2021-08-06,7829.252930000001
2021-08-13,8331.6864794
2021-08-19,7645.764289
2021-08-27,8772.2945113
2021-09-03,8632.439326700001
2021-10-01,9472.297526800001
2021-10-07,9776.299653099999
2021-10-22,9551.9997467
2021-10-27,9679.3170633
2021-11-03,10003.9210483
2021-11-11,9998.304843900001
2022-10-15,9710.119295
