date,thorium
YYYY-MM-DD,ppb
2015-10-21,0.0042499999999999994
2015-11-01,0.00076
2015-11-09,0.00762
2015-11-17,0.00166
2015-11-23,0.0008100000000000001
2015-12-03,0.00033
2015-12-14,0.001
2015-12-22,0.00051
2015-12-28,0.00068
2016-01-04,0.13759
2016-01-12,0.03934
2016-02-02,0.024329999999999997
2016-02-15,0.00326
2016-02-23,0.0
2016-02-29,0.0
2016-03-08,0.01948
2016-03-15,0.012570000000000001
2016-03-21,0.0109
2016-03-29,0.00607
2016-04-05,0.008459999999999999
2016-04-12,0.0065
2016-04-19,0.0043
2016-04-25,0.00494
2016-05-03,0.0037800000000000004
2016-05-11,0.00292
2016-05-17,0.00485
2016-05-27,0.00397
2016-06-01,0.00397
2016-06-09,0.004070000000000001
2016-06-16,0.00343
2016-06-22,0.0051
2016-06-29,0.00195
2016-07-08,0.0
2016-07-15,0.0
2016-07-22,0.0
2016-07-29,0.0
2016-08-05,0.0
2016-08-12,0.14468
2016-08-19,0.0009299999999999999
2016-08-26,0.0048000000000000004
2016-09-02,9e-05
2016-09-09,0.0029100000000000003
2016-09-16,0.00605
2016-09-23,0.00196
2016-10-01,0.0
2016-10-12,0.0
2016-10-19,0.03325
2016-10-21,0.01636
2016-10-27,0.0
2016-11-03,0.00916
2016-11-12,0.0
2016-11-22,0.010419999999999999
2016-11-29,0.00617
2016-12-06,0.00449
2016-12-13,0.00099
2016-12-27,0.0024600000000000004
2017-01-03,0.00076
2017-01-17,0.0014100000000000002
2017-01-24,0.0
2017-01-31,0.0
2017-02-07,0.0
2017-02-15,0.0
2017-02-21,0.0
2017-02-28,0.0
2017-03-09,0.0
2017-03-14,0.0
2017-03-21,0.0
2017-03-28,0.0
2017-04-04,0.0
2017-04-11,0.0
2017-04-18,0.0
2017-04-25,0.09775
2017-05-02,0.014879999999999999
2017-05-09,0.009510000000000001
2017-05-16,0.01139
2017-05-23,0.005900000000000001
2017-05-30,0.01404
2017-06-01,0.00392
2017-06-16,0.00249
2017-06-30,0.00253
2017-07-30,0.00332
2017-08-25,0.00188
2017-09-14,0.0024000000000000002
2017-09-27,0.00188
2017-10-10,0.00184
2017-10-14,0.0
2017-10-17,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-31,0.0
2017-11-03,0.0
2017-11-07,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-21,0.0
2017-11-24,0.0
2017-11-28,0.0
2017-12-05,0.0
2017-12-12,0.0
2017-12-19,0.0
2017-12-26,0.0
2018-01-02,0.0
2018-01-09,0.0
2018-01-16,0.0
2018-01-23,0.0
2018-01-30,0.0
2018-02-06,0.0
2018-02-13,0.0
2018-02-20,0.0
2018-02-27,0.0
2018-03-06,0.0
2018-03-13,0.0
2018-03-20,0.0
2018-03-27,0.0
2018-04-03,0.0
2018-04-10,0.0
2018-04-17,0.0
2018-04-24,0.0
2018-05-01,0.0
2018-05-25,0.0
2018-06-09,0.0
2018-06-15,0.0
2018-06-25,0.0
2018-07-11,0.0
2018-07-16,0.0
2018-08-10,0.0
2018-08-17,0.0
2018-08-24,0.0
2018-09-07,0.0
2018-09-14,0.0
2018-09-21,0.0
2018-09-28,0.0
2018-10-05,0.0
2018-10-12,0.0
2018-10-19,0.0
2018-10-25,0.0
2018-11-02,0.0
2019-05-07,0.02753
2019-06-23,0.0
2019-06-27,0.07506
2019-07-05,0.0716
2019-07-14,0.07377
2019-07-19,0.07381
2019-07-26,0.07285
2019-08-02,0.07377
2019-08-09,0.04528
2019-08-16,0.047200000000000006
2019-08-23,0.19254
2019-08-30,0.19541
2019-09-06,0.18353000000000003
2019-09-13,0.03727
2019-09-20,0.0353
2019-09-27,0.03704
2019-10-04,0.03379
2019-10-11,0.0398
2019-10-19,0.03952
2020-05-22,0.01075
2020-05-29,0.00656
2020-06-05,0.01057
2020-06-12,0.00726
2020-06-19,0.00047
2020-06-26,0.00681
2020-07-02,0.01018
2020-07-10,0.00786
2020-07-17,0.0040999999999999995
2020-07-23,0.0009500000000000001
2020-07-30,0.00562
2020-08-07,0.0
2020-08-14,0.0
2020-08-20,0.0048000000000000004
2020-08-27,0.00231
2020-09-03,0.00217
2020-09-11,0.0
2020-09-18,0.0016899999999999999
2020-09-24,0.004200000000000001
2020-10-01,0.0025599999999999998
2020-10-08,0.0028200000000000005
2020-10-16,0.0
2020-10-23,0.04236
2020-11-06,0.0055000000000000005
2021-05-19,0.07315
2021-05-28,0.07707
2021-06-04,0.07136
2021-06-11,0.04634
2021-06-18,0.046439999999999995
2021-06-24,0.04635
2021-07-02,0.046299999999999994
2021-07-09,0.04218
2021-07-15,0.045189999999999994
2021-07-23,0.0
2021-07-30,0.0
2021-08-06,0.0
2021-08-13,0.0006623
2021-08-19,0.0
2021-08-27,0.0
2021-09-03,2.79e-05
2021-10-01,0.0007375000000000001
2021-10-07,0.0
2021-10-22,0.002549
2022-10-15,0.000514
