date,strontium
YYYY-MM-DD,ppb
2020-05-22,259.78072000000003
2020-05-29,248.83403
2020-06-12,241.24401
2020-06-19,246.91165
2020-06-26,253.02194
2020-07-02,257.53845
2020-07-10,268.77549999999997
2020-07-17,301.1963
2020-07-23,300.77575
2020-07-30,304.91831
2020-08-07,305.73371000000003
2020-08-14,311.63729
2020-08-20,316.04302
2020-08-27,317.44945
2020-09-03,325.84867
2020-09-11,337.48478
2020-09-18,329.42479
2020-09-24,336.64976
2020-10-01,314.12517
2020-10-16,314.77626999999995
2020-10-23,317.63269
2020-11-06,304.83326999999997
2021-01-21,281.49537
2021-02-17,287.14361
2021-03-10,286.34991
2021-04-14,288.58983
2021-05-19,235.81758
2021-05-28,234.33979
2021-06-04,241.89738
2021-06-11,240.83955
2021-06-24,267.03056
2021-07-09,282.07662
2021-07-15,278.11796000000004
2021-07-23,285.6571
2021-07-30,266.86408
2021-08-06,302.05734
2021-08-13,273.6229677
2021-08-27,282.8894581
2021-09-03,290.0866783
2021-10-01,300.87824739999996
2021-10-07,303.48783130000004
2021-10-22,327.2630269
2021-11-03,320.7294856
2021-11-11,312.3326232
