date,titanium
YYYY-MM-DD,ppb
2015-06-02,1.43537
2015-06-18,0.65471
2015-07-15,0.50419
2015-08-02,0.52422
2015-11-04,0.1407
2015-11-23,0.92862
2015-11-28,0.45403
2016-05-27,0.0
2016-06-04,0.6968985534
2016-06-08,0.8005
2016-06-11,1.1515094508000001
2016-06-17,0.46304
2016-07-08,0.43451999999999996
2016-07-14,0.29719
2016-07-16,0.5169900000000001
2016-07-22,0.37012
2016-07-29,0.56166
2016-08-11,0.14861
2016-08-19,0.55233
2016-08-26,0.58063
2016-09-02,0.40543
2016-09-16,0.34915
2016-10-12,0.39257
2016-10-19,1.21978
2016-10-27,0.5012300000000001
2016-11-03,1.20791
2016-11-12,0.49044
2016-12-04,0.0
2017-03-27,0.35661
2017-06-23,0.8634999999999999
2017-06-30,0.21047
2017-07-13,0.13338
2017-07-14,0.0
2017-07-17,0.34571999999999997
2017-07-30,0.07042
2017-08-11,0.55284
2017-08-25,0.9592299999999999
2017-08-31,0.40917000000000003
2017-09-18,0.39949
2017-09-27,0.69397
2017-10-14,0.80567
2017-10-19,0.74693
2017-10-23,1.3462399999999999
2017-10-24,0.29511
2017-11-03,0.6464599999999999
2017-11-14,0.27721
2017-11-16,1.8801100000000002
2017-12-19,1.5859699999999999
2018-01-06,0.23247
2018-01-25,0.25806
2018-01-29,0.62231
2018-03-03,0.0
2018-03-04,1.74426
2018-03-13,0.36644999999999994
2018-03-17,0.71019
2018-05-07,0.22807999999999998
2018-05-25,0.13999
2018-06-03,0.29098999999999997
2018-06-08,0.17586999999999997
2018-06-15,0.0
2018-06-25,0.19851000000000002
2018-07-09,0.17772
2018-08-10,0.0
2018-08-17,0.2598
2018-08-24,0.24453
2018-08-25,11.43737
2018-08-31,0.8509
2018-09-07,0.76104
2018-09-14,0.77684
2018-09-21,0.71239
2018-10-11,0.39914
2018-10-12,0.73276
2018-10-18,0.77907
2018-10-25,0.39907
2018-11-02,0.3912
2018-11-10,0.43832000000000004
2018-11-16,0.0
2018-11-17,0.41859
2019-07-27,5.68829
2019-08-13,4.76595
