date,rubidium
YYYY-MM-DD,ppb
2014-12-12,0.35874999999999996
2015-01-24,0.32106999999999997
2015-02-07,0.38792
2015-03-16,0.31046
2015-04-19,0.32658
2015-05-11,0.27380000000000004
2015-05-24,0.2744
2015-06-02,0.27616999999999997
2015-06-18,0.69206
2015-07-02,0.3003
2015-07-15,0.7278600000000001
2015-08-02,0.39203
2015-08-09,0.40168000000000004
2015-10-04,0.86975
2015-10-13,0.83236
2015-10-26,0.85926
2015-11-09,0.8015
2015-11-23,0.7403
2015-12-09,0.7525900000000001
2016-01-28,0.7034
2016-02-12,0.7030599999999999
2016-02-21,0.8520099999999999
2016-03-09,0.76353
2016-03-24,0.75781
2016-03-31,0.6986199999999999
2016-04-08,0.29531
2016-04-21,0.27132
2016-05-02,0.25686812849999996
2016-05-27,0.2823520728
2016-06-04,0.614235474
2016-06-17,0.34556000000000003
2016-06-27,0.40405
2016-07-08,0.33563000000000004
2016-07-15,0.30688
2016-07-22,0.31671
2016-07-29,0.33487999999999996
2016-08-05,0.33812000000000003
2016-08-12,0.42676
2016-08-19,0.37892000000000003
2016-08-26,0.31049
2016-09-02,0.35698
2016-09-09,0.31676000000000004
2016-09-16,0.35631
2016-09-23,0.75087
2016-09-30,0.42175999999999997
2016-10-12,0.36954
2016-10-19,0.31043
2016-10-27,0.29094
2016-11-03,0.30523
2016-11-12,0.27175
2016-11-23,0.28555
2017-03-19,0.30297999999999997
2017-04-12,0.30605
2017-04-30,0.29932000000000003
2017-06-30,0.77905
2017-07-30,0.29857
2017-08-25,0.39155
2017-09-14,0.37306
2017-09-27,0.36706000000000005
2017-10-14,0.34028
2017-10-23,0.33819
2017-11-03,0.31494
2017-11-16,0.28874
2018-03-03,0.27634
2018-05-25,0.31943
2018-06-08,0.37799
2018-06-15,0.38455000000000006
2018-06-25,0.34611000000000003
2018-07-09,0.41813
2018-07-15,0.36377
2018-08-10,0.49924999999999997
2018-08-17,0.36868999999999996
2018-08-24,0.35143
2018-09-07,0.34521
2018-09-14,0.33672
2018-09-28,0.3946
2018-10-05,0.40721
2018-10-12,0.35713
2018-10-18,0.34674000000000005
2018-10-25,0.34151
2018-11-02,0.31677
2018-11-10,0.30553
2018-11-17,0.28073000000000004
2019-02-27,0.29303
2019-03-30,0.29662
2019-04-18,0.30564
2019-05-08,0.28035
2019-06-05,0.28324
2019-06-11,0.29699
2019-06-21,0.29361000000000004
2019-06-27,1.50914
2019-07-05,0.32661
2019-07-14,0.34011
2019-07-19,0.34051
2019-07-26,0.6908000000000001
2019-08-02,0.36090999999999995
2019-08-09,0.33543999999999996
2019-08-16,0.37955000000000005
2019-08-23,0.78176
2019-08-30,0.60116
2019-09-06,0.42496
2019-09-13,0.58902
2019-09-20,0.3614
2019-09-27,0.37346999999999997
2019-10-04,0.39661
2019-10-11,0.36044
2019-10-19,0.36762000000000006
2019-10-25,0.36727999999999994
2019-11-03,0.35024
2019-11-08,0.35921000000000003
2019-11-15,0.38178999999999996
2019-11-22,0.54788
2019-12-04,0.36267
2019-12-12,0.36738
2019-12-20,0.37259
2020-01-08,0.38333
2020-01-21,0.7249800000000001
2020-01-28,0.39419000000000004
2020-02-11,0.88449
2020-02-20,0.73701
2020-03-11,0.9092699999999999
2020-03-17,0.91229
2020-04-03,0.86022
2020-04-09,0.85094
2020-04-14,0.86422
2020-04-24,0.7892
2020-05-22,0.7543
2020-05-29,0.7253700000000001
2020-06-05,0.48192
2020-06-12,0.65042
2020-06-19,0.47534
2020-06-26,0.6041300000000001
2020-07-02,0.71377
2020-07-10,0.7496700000000001
2020-07-17,0.77532
2020-07-23,0.7320599999999999
2020-07-30,0.84893
2020-08-07,0.78801
2020-08-14,0.9196799999999999
2020-08-20,0.82579
2020-08-27,0.9057999999999999
2020-09-03,0.99808
2020-09-11,1.01872
2020-09-18,1.0878
2020-09-24,0.9038200000000001
2020-10-01,0.90451
2020-10-08,1.08876
2020-10-16,1.27694
2020-10-23,1.0195400000000001
2020-10-27,1.1175
2020-11-06,0.95047
2020-11-13,1.03642
2020-12-04,0.9078700000000001
2021-01-08,0.9761200000000001
2021-01-15,0.8462799999999999
2021-01-28,0.51814
2021-02-11,0.59099
2021-03-03,0.45117999999999997
2021-03-19,0.32946000000000003
2021-03-25,0.40848
2021-04-07,0.42551
2021-05-17,0.42142
2021-05-28,0.45034
2021-06-04,0.44593
2021-06-11,0.50278
2021-06-18,0.55219
2021-06-24,0.47849
2021-07-02,0.52272
2021-07-09,0.46696000000000004
2021-07-15,0.69668
2021-07-23,0.6879000000000001
2021-07-30,0.50375
2021-07-31,0.40481999999999996
2021-08-06,0.45663000000000004
2021-08-13,0.3495452
2021-08-19,0.35424039999999996
2021-08-27,0.4131215
2021-09-03,0.37151480000000003
2021-10-01,0.3751368
2021-10-07,1.1785309
2021-10-22,0.29774269999999997
2021-10-27,0.3193184
2021-11-03,0.364038
2021-11-11,0.33554300000000004
2022-10-15,0.3235704
