date,europium
YYYY-MM-DD,ppb
2014-12-12,0.00741
2015-01-24,0.00605
2015-02-07,0.00775
2015-02-19,0.009770000000000001
2015-03-16,0.005509999999999999
2015-04-19,0.00838
2015-05-11,0.010889999999999999
2015-05-24,0.00888
2015-06-02,0.012589999999999999
2015-06-18,0.03163
2015-07-02,0.00967
2015-07-15,0.01787
2015-08-02,0.00816
2015-08-09,0.00855
2015-10-04,0.02495
2015-10-13,0.0204
2015-10-26,0.021949999999999997
2015-11-09,0.023509999999999996
2015-11-23,0.01508
2015-12-09,0.01685
2015-12-30,0.01625
2016-01-08,0.015349999999999999
2016-01-18,0.01796
2016-01-28,0.01826
2016-02-12,0.01836
2016-02-21,0.01736
2016-03-09,0.0209
2016-03-24,0.019620000000000002
2016-03-31,0.01937
2016-04-08,0.006710000000000001
2016-04-21,0.01116
2016-05-02,0.0012927979999999997
2016-05-12,0.0024732540000000003
2016-05-20,0.0094117576
2016-05-27,0.010180932
2016-06-04,0.025455366
2016-06-11,0.027797303299999996
2016-06-17,0.01643
2016-06-27,0.00924
2016-07-08,0.00797
2016-07-15,0.01168
2016-07-22,0.00715
2016-07-29,0.00283
2016-08-05,0.0
2016-08-12,0.00889
2016-08-19,0.005379999999999999
2016-08-26,0.02643
2016-08-27,0.010709999999999999
2016-09-02,0.01451
2016-09-09,0.00674
2016-09-16,0.84546
2016-09-23,0.00766
2016-09-30,0.00663
2016-10-12,0.0071
2016-10-19,0.006449999999999999
2016-10-27,0.0061200000000000004
2016-11-03,0.006880000000000001
2016-11-12,0.00625
2016-11-23,0.0
2016-12-04,0.00967
2016-12-19,0.00617
2017-03-19,0.14737999999999998
2017-04-12,0.11311
2017-04-30,0.18256999999999998
2017-05-14,0.26716
2017-05-30,0.26111
2017-06-15,0.30658
2017-06-30,0.37961
2017-07-13,0.31343000000000004
2017-07-30,0.30115
2017-08-25,0.19739
2017-09-14,0.21603
2017-09-27,0.18247
2017-10-14,0.22361999999999999
2017-10-23,0.10858
2017-10-29,0.09049
2017-11-03,0.12251
2017-11-16,0.09570000000000001
2018-03-04,0.08642999999999999
2018-05-25,0.01204
2018-06-08,0.017849999999999998
2018-06-15,0.01088
2018-06-25,0.00698
2018-07-09,0.00737
2018-07-15,0.00736
2018-08-10,0.0074600000000000005
2018-08-17,0.007330000000000001
2018-08-24,0.00753
2018-09-07,0.00838
2018-09-14,0.00999
2018-09-21,0.012199999999999999
2018-10-05,0.01073
2018-10-12,0.00793
2018-10-18,0.00864
2018-10-25,0.00842
2018-11-02,0.00768
2018-11-10,0.00887
2018-11-17,0.011609999999999999
2019-02-27,0.01741
2019-03-21,0.00996
2019-03-30,0.059579999999999994
2019-04-18,0.01067
2019-05-08,0.01216
2019-06-05,0.0172
2019-06-11,0.01038
2019-06-21,0.00157
2019-06-27,0.020200000000000003
2019-07-05,0.01976
2019-07-14,0.01476
2019-07-19,0.01619
2019-07-26,0.008409999999999999
2019-08-02,0.008450000000000001
2019-08-09,0.00767
2019-08-16,0.00928
2019-08-23,0.27407000000000004
2019-08-30,0.21477
2019-09-06,0.10442
2019-09-13,0.246
2019-09-20,0.00419
2019-09-27,0.014159999999999999
2019-10-04,0.00483
2019-10-11,0.00715
2019-10-19,0.006849999999999999
2019-10-25,0.00341
2019-11-03,0.004229999999999999
2019-11-08,0.005469999999999999
2019-11-15,0.00605
2019-11-22,0.00528
2019-12-04,0.00528
2019-12-12,0.00486
2019-12-20,0.00361
2020-01-08,0.00268
2020-01-21,0.00392
2020-01-28,0.00549
2020-02-11,0.00787
2020-02-20,0.010839999999999999
2020-03-11,0.01261
2020-03-17,0.01081
2020-04-03,0.0062
2020-04-09,0.006220000000000001
2020-04-14,0.00446
2020-04-24,0.00764
2020-05-22,0.01234
2020-05-29,0.01518
2020-06-05,0.01534
2020-06-12,0.00938
2020-06-19,0.01379
2020-06-26,0.010790000000000001
2020-07-02,0.0075
2020-07-10,0.00786
2020-07-17,0.00621
2020-07-23,0.00927
2020-07-30,0.01348
2020-08-07,0.00904
2020-08-14,0.01374
2020-08-20,0.00604
2020-08-27,0.00455
2020-09-03,0.01088
2020-09-11,0.0
2020-09-18,0.00613
2020-09-24,0.00297
2020-10-01,0.0029
2020-10-08,0.00453
2020-10-16,0.00758
2020-10-23,0.01053
2020-10-27,0.011869999999999999
2020-11-06,0.0089
2020-11-13,0.01033
2020-11-20,0.00585
2020-12-04,0.01463
2021-01-08,0.011590000000000001
2021-01-15,0.00424
2021-01-28,0.00517
2021-02-11,0.00396
2021-03-03,0.007560000000000001
2021-03-19,0.01007
2021-03-25,0.01516
2021-04-07,0.009
2021-05-17,0.01331
2021-05-28,0.00618
2021-06-04,0.0196
2021-06-11,0.01714
2021-06-18,0.011999999999999999
2021-07-02,0.00874
2021-07-09,0.0064800000000000005
2021-07-15,0.00668
2021-07-30,0.0037199999999999998
2021-08-06,0.01218
2021-08-13,0.002019
2021-08-19,0.0019803
2021-08-27,0.005316700000000001
2021-09-03,0.0028196
2021-10-01,0.0025478000000000002
2021-10-07,0.0017217
2021-10-22,0.0044565
2021-10-27,0.0020532
2021-11-03,0.0053186
2021-11-11,0.0034182
2022-10-15,0.0013145
