date,magnesium
YYYY-MM-DD,ppb
2019-05-30,318.10043
2019-06-12,268.00401999999997
2019-06-19,266.38368
2019-06-29,299.17959
2019-07-15,233.12439
2019-07-18,227.77237
2019-07-24,254.23255
2019-07-30,233.90293
2019-08-06,219.95453
2019-08-14,228.72502
2019-08-21,215.37954
2020-01-15,252.11200000000002
2020-02-08,236.26773
2020-02-18,1066.34687
2020-03-05,233.43098999999998
2020-03-18,230.23395
2020-03-30,232.15891
2020-08-30,283.20966
2020-09-10,278.4051
2020-09-18,271.52225999999996
2020-09-28,275.72051999999996
2020-10-06,279.67681
2020-10-16,278.28847
2020-10-23,279.50596
2020-10-30,282.80954
2020-11-06,271.41054
2020-11-14,283.06251
