date,germanium
YYYY-MM-DD,ppb
2014-12-07,0.01463
2015-01-24,0.0077800000000000005
2015-02-07,0.00871
2015-02-19,0.012199999999999999
2015-03-16,0.00304
2015-04-19,0.00581
2015-05-02,0.0131
2015-05-11,0.009210000000000001
2015-05-24,0.00653
2015-06-02,0.0149
2015-06-18,0.01034
2015-07-02,0.02035
2015-07-15,0.00327
2015-08-02,0.00879
2015-08-09,0.00558
2015-10-04,0.0
2015-10-13,0.0
2015-10-26,0.00812
2015-11-09,0.00242
2015-11-23,0.00414
2015-12-09,0.00759
2015-12-30,0.00113
2016-01-08,0.00625
2016-01-18,0.00963
2016-01-28,0.014159999999999999
2016-02-12,0.01242
2016-02-21,0.006189999999999999
2016-03-09,0.00604
2016-03-24,0.01051
2016-03-31,0.00596
2016-04-08,0.00413
2016-04-21,0.00099
2016-05-02,0.0
2016-05-12,0.0
2016-05-20,0.0
2016-05-27,0.0
2016-06-04,0.0
2016-06-11,0.010800592
2016-06-17,0.0
2016-06-27,0.0
2016-07-08,0.01038
2016-07-15,0.007339999999999999
2016-07-22,0.00424
2016-07-29,0.00448
2016-08-05,0.0
2016-08-12,0.006840000000000001
2016-08-19,0.00284
2016-08-26,0.00031999999999999997
2016-09-02,0.0
2016-09-09,0.0
2016-09-16,0.00479
2016-09-23,0.01096
2016-09-30,0.0038499999999999997
2016-10-12,0.0
2016-10-19,0.0
2016-10-27,0.0043
2016-11-03,0.00503
2016-11-12,0.0
2016-11-23,0.0
2016-12-04,0.0
2016-12-19,0.0
2017-03-19,0.0
2017-04-12,0.00167
2017-04-30,0.00054
2017-05-14,0.00374
2017-05-30,0.00014
2017-06-15,0.0
2017-06-30,0.0
2017-07-13,0.0
2017-07-30,0.0
2017-08-25,0.00010999999999999999
2017-09-14,0.00522
2017-09-27,0.00588
2017-10-14,0.00279
2017-10-23,0.0
2017-11-03,0.0
2017-11-16,0.0
2017-12-19,0.0029500000000000004
2018-01-05,0.0
2018-01-25,3e-05
2018-03-03,0.00598
2018-03-17,0.0
2018-05-07,0.00413
2018-05-25,0.00834
2018-06-08,0.01117
2018-06-15,0.00772
2018-06-25,0.006189999999999999
2018-07-09,0.00174
2018-07-15,0.0
2018-08-10,0.0
2018-08-17,0.00046
2018-08-24,0.0013999999999999998
2018-09-07,0.0
2018-09-14,0.0
2018-09-21,0.0
2018-09-28,0.0
