date,lead
YYYY-MM-DD,ppb
2014-12-07,0.04206
2015-02-07,0.04095
2015-02-19,0.04399
2015-03-16,0.04916
2015-04-19,0.027950000000000003
2015-05-02,0.08786000000000001
2015-05-11,0.11405
2015-05-24,0.0028699999999999997
2015-06-02,0.01393
2015-06-18,0.047200000000000006
2015-07-02,0.02222
2015-07-15,0.024589999999999997
2015-08-02,0.042960000000000005
2015-08-09,0.03819
2015-10-04,0.00211
2015-10-13,0.00214
2015-10-26,0.015349999999999999
2015-11-09,0.00967
2015-11-23,0.01883
2015-12-09,0.04302
2015-12-30,0.04209
2016-01-08,0.01081
2016-01-18,0.01676
2016-01-28,0.00437
2016-02-12,0.014090000000000002
2016-02-21,0.01869
2016-03-09,0.04812999999999999
2016-03-24,0.0166
2016-03-31,0.0268
2016-04-08,0.10236
2016-04-21,0.057730000000000004
2016-05-02,0.0154962016
2016-05-12,0.0
2016-05-20,0.007724297400000001
2016-05-27,0.0333039888
2016-06-04,0.0342829024
2016-06-11,0.036010612500000004
2016-06-17,0.0
2016-06-27,0.01712
2016-07-08,0.04025
2016-07-15,0.04736
2016-07-22,0.06772
2016-07-29,0.05727
2016-08-05,0.05303000000000001
2016-08-12,0.06258
2016-08-19,0.05898
2016-08-26,0.13368
2016-08-27,0.059789999999999996
2016-09-02,0.08434
2016-09-09,0.04268
2016-09-16,0.02638
2016-09-23,0.07404
2016-09-30,0.04394000000000001
2016-10-12,0.024650000000000002
2016-10-19,0.0
2016-10-27,0.02215
2016-11-03,0.06654
2016-11-12,0.07055
2016-11-23,0.007730000000000001
2016-12-04,0.03339
2016-12-19,0.04594
2017-02-01,0.07316
2017-03-19,0.03542
2017-04-12,0.01717
2017-04-30,0.01718
2017-05-11,0.04069
2017-05-30,0.01578
2017-06-15,0.025339999999999998
2017-06-24,0.05503
2017-06-30,0.052890000000000006
2017-07-13,0.01746
2017-07-30,0.03223
2017-08-25,0.04657
2017-09-14,0.03924999999999999
