date,europium
YYYY-MM-DD,ppb
2020-05-21,0.01945
2020-05-27,0.00834
2020-06-03,0.012589999999999999
2020-06-09,0.00971
2020-06-17,0.02545
2020-06-25,0.008369999999999999
2020-06-30,0.00816
2020-07-07,0.011269999999999999
2020-07-14,0.00462
2020-07-22,0.00394
2020-07-27,0.00779
2020-08-02,0.00476
2020-08-10,0.0015799999999999998
2020-08-18,0.0026200000000000004
2020-08-24,0.0
2020-08-31,0.0
