date,calcium
YYYY-MM-DD,ppb
2015-03-16,24375.97462
2015-04-19,24424.396310000004
2015-05-02,20147.60363
2015-05-11,19623.59761
2015-05-24,20222.77679
2015-06-02,19103.70524
2015-06-18,17325.94281
2015-07-02,17733.05438
2015-07-15,18713.158929999998
2015-08-02,22162.38759
2015-08-09,23831.578970000002
2015-10-04,24314.875959999998
2015-10-13,23960.256690000002
2015-10-26,24139.797560000003
2015-11-09,25292.41645
2015-11-23,24445.87247
2016-04-08,23990.43342
2016-04-21,22923.195789999998
2016-05-02,25154.405661906403
2016-05-12,23731.0924436454
2016-05-20,20368.780976482198
2016-05-27,18881.1066583305
2016-06-04,18244.3862259243
2016-06-11,17163.0830131166
2016-06-17,17654.16031
2016-06-27,17792.7948
2016-07-08,18464.201829999998
2016-07-15,19324.68279
2016-07-22,19812.54159
2016-07-29,21369.86926
2016-08-05,20391.48848
2016-08-12,20263.60085
2016-08-19,23686.53781
2016-08-26,21369.91129
2016-09-02,24042.473319999997
2016-09-09,23479.9712
2016-09-16,23490.815189999998
2016-09-23,43931.35434
2016-09-30,23752.030479999998
2016-10-12,22680.696910000002
2016-10-19,23500.68632
