date,silver
YYYY-MM-DD,ppb
2014-12-12,0.011000000000000001
2015-02-07,0.0
2015-03-16,0.0
2015-04-19,0.0
2015-05-11,0.0075
2015-05-24,0.01979
2015-06-02,0.00098
2015-06-18,0.0
2015-07-02,0.1172
2015-07-15,0.0
2015-08-02,0.006750000000000001
2015-08-09,0.00019
2015-10-04,0.00522
2015-10-13,0.00382
2015-10-26,0.00595
2015-11-09,0.01833
2015-11-23,0.0019000000000000002
2016-01-28,0.00669
2016-02-12,0.0067
2016-02-21,0.00643
2016-03-09,0.004070000000000001
2016-03-24,0.00777
2016-03-31,0.00166
2016-04-08,0.01363
2016-04-21,0.00073
2016-05-02,0.0121097168
2016-05-12,0.013284381400000001
2016-05-27,0.0
2016-06-04,0.0
2016-06-11,0.0037417203999999997
2016-06-17,0.06631
2016-06-27,0.0074399999999999996
2016-07-08,0.01987
2016-07-15,0.26547
2016-07-22,0.0182
2016-07-29,0.07529
2016-08-05,0.01077
2016-08-12,0.04287
2016-08-19,0.05152
2016-08-26,0.03411
2016-09-02,0.0012000000000000001
2016-09-09,0.0030600000000000002
2016-09-16,0.00135
2016-09-23,0.00838
2016-09-30,0.0008399999999999999
2016-10-12,0.00891
2016-10-19,0.0
2016-10-27,0.0017599999999999998
2016-11-03,0.0006399999999999999
2016-11-12,0.0026899999999999997
2016-11-23,0.0
2016-12-04,0.0
2017-03-19,0.019710000000000002
2017-04-12,0.0
2017-04-30,0.0
2017-06-30,0.0
2017-07-30,1.6255600000000001
2017-08-25,0.1642
2017-09-14,0.0
2017-09-27,0.0
2017-10-14,0.0
2017-10-23,0.0
2017-11-03,0.0
2017-11-16,0.0
2018-03-03,0.20867
2018-05-25,0.0
2018-06-08,0.0
2018-06-15,0.0
2018-06-25,0.0
2018-07-09,0.0
2018-07-15,0.0
2018-08-10,0.0
2018-08-17,0.0
2018-08-24,0.0
2018-09-07,0.0
2018-09-14,0.0
2018-10-05,0.0
2018-10-12,0.0
2018-10-18,0.0
2018-10-25,0.0
2018-11-02,0.0
2018-11-10,0.0
2018-11-17,0.0
2019-02-27,0.24248999999999998
2019-03-30,0.24019
2019-04-18,0.23945
2019-05-08,0.24128
2019-06-05,1.41293
2019-06-11,1.38071
2019-06-21,1.38703
2019-06-27,1.71816
2019-07-05,1.71489
2019-07-14,1.71666
2019-07-19,1.7266000000000001
2019-07-26,1.7185700000000002
2019-08-02,1.7172100000000001
2019-08-09,2.80866
2019-08-16,2.7851399999999997
2019-08-23,2.83091
2019-08-30,2.8178900000000002
2019-09-06,2.7962100000000003
2019-09-13,2.8008800000000003
2019-09-20,2.7981800000000003
2019-09-27,2.78503
2019-10-04,2.7868700000000004
2019-10-11,2.79083
2019-10-19,2.78812
2019-10-25,3.46358
2019-11-03,3.47491
2019-11-08,3.4713
2019-11-15,3.4672799999999997
2019-11-22,3.4644500000000003
2019-12-04,3.4643800000000002
2019-12-12,3.4629
2019-12-20,3.4662100000000002
2020-01-08,3.4641300000000004
2020-01-21,3.45303
2020-01-28,3.45761
2020-02-11,0.33441
2020-02-20,0.42133
2020-03-11,0.42111000000000004
2020-03-17,0.42865
2020-04-03,0.42076
2020-04-09,0.42853
2020-04-14,0.41078000000000003
2020-04-24,0.43078
2020-05-22,0.42107
2020-05-29,0.44622
2020-06-05,0.41335
2020-06-12,0.441
2020-06-19,0.45564
2020-06-26,0.4207
2020-07-02,0.41092999999999996
2020-07-10,0.41341000000000006
2020-07-17,0.42122
2020-07-23,0.4161
2020-07-30,0.41931999999999997
2020-08-07,0.42375999999999997
2020-08-14,0.43659000000000003
2020-08-20,0.44308000000000003
2020-08-27,0.4215
2020-09-03,0.40604
2020-09-11,0.4166
2020-09-18,0.6649499999999999
2020-09-24,0.41589
2020-10-01,0.41847
2020-10-08,0.41642999999999997
2020-10-16,0.40854
2020-10-23,0.43157
2020-10-27,0.59799
2020-11-06,0.41126999999999997
2020-11-13,0.42137
2020-12-04,0.42429
2021-01-15,0.41369
2021-01-28,1.05528
2021-02-11,1.05491
2021-03-03,1.07849
2021-03-19,1.07453
2021-03-25,0.0
2021-04-07,0.0
2021-05-17,0.0
2021-05-28,0.0
2021-06-04,0.0
2021-06-11,0.19516
2021-06-18,0.19349000000000002
2021-06-24,0.25664
2021-07-02,0.19418999999999997
2021-07-09,0.20421999999999998
2021-07-15,0.20004
2021-07-30,0.01734
2021-08-06,0.0041199999999999995
2021-08-13,0.0
2021-08-19,0.0
2021-08-27,0.026126299999999998
2021-09-03,0.117035
2021-10-01,0.03697
2021-10-07,0.044267799999999996
2021-10-15,0.0135869
2021-10-22,0.0157107
2021-10-27,0.029111699999999997
2021-11-03,0.0640448
2021-11-11,0.0271221
