date,zirconium
YYYY-MM-DD,ppb
2020-05-21,0.36605
2020-05-27,0.31179
2020-06-03,0.31237000000000004
2020-06-09,0.29719
2020-06-17,0.3966
2020-06-25,0.27844
2020-06-30,0.27844
2020-07-07,0.24851
2020-07-14,0.24080000000000001
2020-07-22,0.23722
2020-07-27,0.2323
2020-08-02,0.22995000000000002
2020-08-10,0.22745
2020-08-18,0.21375000000000002
2020-08-24,0.22488000000000002
2020-08-31,0.22655000000000003
2020-09-15,0.20119
2020-09-22,0.22225999999999999
2020-09-28,0.22322000000000003
2020-10-08,0.22067
2020-10-14,0.22327
2020-10-22,0.26044
2020-11-11,0.20761000000000002
2020-12-08,0.22613999999999998
2020-12-29,0.21714
2021-01-29,0.13604
2021-02-09,0.14168
2021-03-10,0.16293
2021-04-16,0.20842
2021-04-29,0.17681
2021-05-12,0.21244
2021-05-20,0.18825000000000003
2021-05-26,0.19208
2021-06-01,0.17687000000000003
2021-06-08,0.00299
2021-06-14,0.010280000000000001
2021-06-21,0.00284
2021-06-29,0.01712
2021-07-08,0.0026200000000000004
2021-07-21,0.12037
2021-08-05,0.11568
2021-08-11,0.039029999999999995
2021-08-18,0.031580000000000004
2021-08-26,0.016
2021-08-30,0.04597999999999999
2021-09-12,0.04312
2021-10-06,0.0
2021-10-13,0.005116399999999999
2021-11-05,0.008523600000000001
2021-11-12,0.0065292
2021-12-16,0.0664694
