date,silver
YYYY-MM-DD,ppb
2019-10-07,0.0
2020-05-26,4.49734
2020-10-09,4.24214
2020-10-13,4.33672
2020-10-21,4.30483
2020-10-28,4.35032
2020-11-04,4.34001
2020-11-11,4.29894
2020-11-17,0.57125
2020-11-25,0.53213
2020-12-03,0.54003
2020-12-09,0.54263
2020-12-16,0.53983
2020-12-26,0.5502400000000001
2020-12-31,0.5422899999999999
2021-01-07,0.56273
2021-01-14,0.53437
2021-01-21,0.5419
2021-01-28,0.5476000000000001
2021-02-07,0.54432
2021-02-11,0.53672
2021-02-19,0.53913
2021-02-27,0.55282
2021-03-05,0.54409
2021-03-12,0.55658
2021-03-19,0.53912
2021-03-26,0.0
2021-04-03,0.0
2021-04-09,0.0
2021-04-16,0.0
2021-04-23,0.0
2021-04-30,0.0
2021-05-19,0.0
2021-05-25,1.3809099999999999
2021-05-26,0.0
2021-06-02,0.0
2021-06-09,0.0
2021-06-16,0.0
2021-06-23,0.0
2021-06-30,0.0
2021-07-07,0.0
2021-07-14,0.0
2021-07-21,0.0
2021-07-28,0.0
2021-08-04,0.0067498
2021-08-11,0.008615600000000001
2021-08-18,0.022525700000000003
2021-09-01,0.0057659
2021-09-08,0.0006558
2021-09-15,0.0
2021-09-22,0.0
2021-09-29,0.0
2021-10-05,0.0018599999999999999
2021-10-06,0.0
2021-10-13,0.0
2021-10-20,0.0
2021-10-27,0.0
2021-11-03,0.058643
2021-11-10,0.0
2021-11-17,0.0
2021-11-24,0.0
2021-12-01,0.0
2021-12-08,0.0011073
2021-12-16,0.0
2021-12-23,0.0011249
