date,europium
YYYY-MM-DD,ppb
2014-12-12,0.01
2015-05-11,0.01303
2015-05-24,0.01026
2015-06-02,0.02092
2015-06-18,0.03866
2015-07-02,0.00953
2015-07-15,0.0194
2015-08-02,0.018500000000000003
2015-08-09,0.01124
2015-10-04,0.034390000000000004
2015-10-13,0.02844
2015-10-26,0.02271
2015-11-09,0.03909
2016-05-12,0.0065722016
2016-05-20,0.045003044400000004
2016-05-27,0.006780172500000001
2016-06-04,0.026336988
2016-06-11,0.0316843963
2016-06-17,0.02026
2016-06-27,0.023719999999999998
2016-07-08,0.026940000000000002
2016-07-15,0.016149999999999998
2016-07-22,0.01711
2016-07-29,0.0032400000000000003
2016-08-05,0.00544
2016-08-12,0.01636
2016-08-19,0.010920000000000001
2016-08-26,0.0139
2016-09-02,0.00892
2016-09-09,0.01426
2016-09-16,0.013159999999999998
2016-09-23,0.00651
2016-09-30,0.01047
2016-10-12,0.01001
2016-10-19,0.012320000000000001
2016-10-27,0.01141
2016-11-03,0.011859999999999999
2016-11-12,0.014090000000000002
2017-05-30,0.38622999999999996
2017-06-15,0.35323
2017-06-30,0.4063
2017-07-13,0.39217
2017-07-30,0.27221
2017-08-25,0.29296
2017-09-14,0.37847
2017-09-27,0.37748
2017-10-14,0.26329
2017-10-23,0.18832000000000002
2017-11-03,0.23456000000000002
2018-05-25,0.019589999999999996
2018-06-08,0.01713
2018-06-15,0.01469
2018-06-25,0.010089999999999998
2018-07-09,0.01191
2018-07-15,0.01218
