date,uranium
YYYY-MM-DD,ppb
2015-04-28,0.576723793777928
2015-04-29,0.57936740797155
2015-04-30,0.5737753087704
2015-05-01,0.543798991313466
2015-05-02,0.50263709265396
2015-05-03,0.469931437642816
2015-05-04,0.451827877139352
2015-05-05,0.43583098337974
2015-05-06,0.429698490549096
2015-05-07,0.43665325723388
2015-05-08,0.438710478679836
2015-05-09,0.4447513487766
2015-05-10,0.442759300593071
2015-05-11,0.454601038119651
2015-05-12,0.477331910034408
2015-05-13,0.494352556888032
2015-05-14,0.492167686782123
2015-05-15,0.47635900604568
2015-05-16,0.46350189289866
2015-05-17,0.45780282563688
2015-05-18,0.47448060658812
2015-05-19,0.473899649238176
2015-05-20,0.460649736565596
2015-05-20,0.43780235247136
2015-05-21,0.462050600424192
2015-05-21,0.435310713098118
2015-05-22,0.468083211794926
2015-05-23,0.456556754519976
2015-05-24,0.464144782250898
2015-05-25,0.456678682993526
2015-05-26,0.458473922666526
2015-05-27,0.461273869153408
2015-05-28,0.43079858101105
2015-05-29,0.417397338722848
2015-05-30,0.428369817988277
2015-05-31,0.394433910243338
2015-06-01,0.360228063091464
2015-06-02,0.33357614288859
2015-06-03,0.323804007593856
2015-06-04,0.318424623308619
2015-06-05,0.305281675102416
2015-06-06,0.321507200083156
2015-06-07,0.322841021703984
2015-06-08,0.325342123280709
2015-06-09,0.306348686847315
2015-06-10,0.291613560149808
2015-06-11,0.273096894067272
2015-06-12,0.287461917371592
2015-06-13,0.3280177917
2015-06-14,0.3347481864
2015-06-15,0.3430094395
2015-06-16,0.3416011495
2015-06-17,0.3170801164
2015-06-18,0.34074978380000004
2015-06-19,0.3394491056
2015-06-20,0.34265142400000004
2015-06-21,0.35044443999999997
2015-06-22,0.3448414424
2015-06-23,0.35594727889617994
2015-06-24,0.36166757829449603
2015-06-25,0.377902007037018
2015-06-26,0.384169103408288
2015-06-27,0.38031292433812797
2015-06-28,0.38447100750392393
2015-06-29,0.37320643421716004
2015-06-30,0.378917903725757
2015-07-01,0.37272244843958496
2015-07-02,0.387418071888844
2015-07-03,0.390598439352978
2015-07-04,0.396788176792902
2015-07-05,0.391011403746176
2015-07-06,0.39591075679524995
