date,europium
YYYY-MM-DD,ppb
2016-10-15,0.01681
2016-10-19,0.01686
2016-10-27,0.01572
2016-11-03,0.01805
2016-11-12,0.01531
2016-11-23,0.020630000000000003
2016-12-19,0.019540000000000002
2017-03-19,1.24482
2017-04-11,0.35504
2017-04-12,0.80097
2017-05-14,0.4832
2017-05-30,0.47731999999999997
2017-06-01,0.26530000000000004
2017-06-15,0.30607
2017-06-30,0.32192
2017-07-13,0.45943999999999996
2017-07-30,0.28455
2017-08-25,0.29343
2017-09-13,0.32142
2017-09-27,0.38492
2017-10-14,0.38920000000000005
2017-10-23,0.29414
2017-10-29,0.37192000000000003
2017-11-03,0.28274
2017-11-16,0.32457
2017-12-19,0.29856
2018-01-05,0.38919000000000004
2018-01-25,0.28089
2018-03-03,0.01566
2018-03-17,0.016130000000000002
2018-05-07,0.01116
2018-05-25,0.01248
2018-06-03,0.01327
2018-06-15,0.01261
2018-06-25,0.01055
2018-07-11,0.01588
2018-07-15,0.01438
2018-08-10,0.01393
2018-08-17,0.01685
2018-08-24,0.01549
