date,arsenic
YYYY-MM-DD,ppb
2014-12-12,0.62138
2015-02-07,0.5398000000000001
2015-03-16,0.45515
2015-04-19,0.48243
2015-05-11,0.4679
2015-05-24,0.54138
2015-06-02,0.59224
2015-06-18,23.08782
2015-07-02,1.14811
2015-07-15,25.229219999999998
2015-08-02,0.72436
2015-08-09,0.68152
2015-10-04,27.766579999999998
2015-10-13,29.4294
2015-10-26,29.73953
2015-11-09,32.35993
2015-11-23,23.271480000000004
2016-01-28,23.63457
2016-02-12,19.272199999999998
2016-02-21,21.52555
2016-03-09,20.15791
2016-03-24,19.33013
2016-03-31,18.01742
2016-04-08,11.80406
2016-04-21,0.39141000000000004
2016-05-02,0.2717969798
2016-05-12,0.2289395321
2016-05-27,0.605313377
2016-06-04,0.6686967312
2016-06-11,0.8404164138
2016-06-17,0.7513599999999999
2016-06-27,0.75199
2016-07-08,0.7478799999999999
2016-07-15,0.95115
2016-07-22,0.6318
2016-07-29,0.67247
2016-08-05,0.58496
2016-08-12,0.6127400000000001
2016-08-19,0.62631
2016-08-26,0.54102
2016-09-02,0.55748
2016-09-09,0.51274
2016-09-16,0.54667
2016-09-23,0.20554
2016-09-30,0.52217
2016-10-12,0.47448999999999997
2016-10-19,0.40319
2016-10-27,0.47121
2016-11-03,0.46659
2016-11-12,0.46816
2016-11-23,0.3791
2016-12-04,0.30848
2017-03-19,0.31433
2017-04-12,0.2716
2017-04-30,0.34331
2017-06-30,0.56487
2017-07-30,0.49667000000000006
2017-08-25,0.3785
2017-09-14,0.35039
2017-09-27,0.32381
2017-10-14,0.31398000000000004
2017-10-23,0.31845999999999997
2017-11-03,0.33881
2017-11-16,0.28675
2018-03-03,0.33715
2018-05-25,0.6814399999999999
2018-06-08,0.7148500000000001
2018-06-15,0.6770900000000001
2018-06-25,0.61464
2018-07-09,0.63659
2018-07-15,0.57287
2018-08-10,0.52488
2018-08-17,0.52336
2018-08-24,0.51152
2018-09-07,0.46788
2018-09-14,0.44194
2018-10-05,0.44653
2018-10-12,0.38165
2018-10-18,0.43497
2018-10-25,0.38579
2018-11-02,0.37937
2018-11-10,0.39013
2018-11-17,0.39629
2019-02-27,0.27321
2019-03-30,0.28929
2019-04-18,0.24518
2019-05-08,0.26043
2019-06-05,0.47916000000000003
2019-06-11,0.62797
2019-06-21,0.6153200000000001
2019-06-27,0.24222
2019-07-05,0.5914200000000001
2019-07-14,0.6571499999999999
2019-07-19,0.7349700000000001
2019-07-26,0.67453
2019-08-02,0.61256
2019-08-09,0.55096
2019-08-16,0.49497
2019-08-23,0.86922
2019-08-30,0.6547400000000001
2019-09-06,0.5983
2019-09-13,0.41916000000000003
2019-09-20,0.42699
2019-09-27,0.41244000000000003
2019-10-04,0.39719
2019-10-11,0.3822
2019-10-19,0.32659
2019-10-25,0.0012799999999999999
2019-11-03,0.0038000000000000004
2019-11-08,0.00346
2019-11-15,0.020560000000000002
2019-11-22,0.0
2019-12-04,0.00021999999999999998
2019-12-12,0.00965
2019-12-20,0.0016
2020-01-08,0.0
2020-01-21,0.0
2020-01-28,0.00652
2020-02-11,0.32928
2020-02-20,0.39235
2020-03-11,0.45178
2020-03-17,0.44389
2020-04-03,0.40385
2020-04-09,0.31241
2020-04-14,0.33591000000000004
2020-04-24,0.2883
2020-05-22,0.5045299999999999
2020-05-29,0.53585
2020-06-05,0.54251
2020-06-12,0.6423099999999999
2020-06-19,0.7045899999999999
2020-06-26,0.60184
2020-07-02,0.47841
2020-07-10,0.50664
2020-07-17,0.42107
2020-07-23,0.41168000000000005
2020-07-30,0.48802999999999996
2020-08-07,0.37579
2020-08-14,0.35229999999999995
2020-08-20,0.43957
2020-08-27,0.45394999999999996
2020-09-03,0.49178
2020-09-11,0.32356999999999997
2020-09-18,0.43062999999999996
2020-09-24,0.39232
2020-10-01,0.39513
2020-10-08,0.38926000000000005
2020-10-16,0.35456
2020-10-23,0.39980000000000004
2020-10-27,0.82584
2020-11-06,0.37194
2020-11-13,0.38899999999999996
2020-12-04,0.31787000000000004
2021-01-15,0.24934
2021-01-28,0.32278
2021-02-11,0.26241000000000003
2021-03-03,0.40476
2021-03-19,0.23537
2021-03-25,0.51776
2021-04-07,0.49356
2021-05-17,0.3715
2021-05-28,0.56277
2021-06-04,0.71875
2021-06-11,0.78339
2021-06-18,0.56318
2021-06-24,0.63714
2021-07-02,0.6592
2021-07-09,0.5445
2021-07-15,0.48607999999999996
2021-07-30,0.60566
2021-08-06,0.54861
2021-08-13,0.47140840000000006
2021-08-19,0.44796179999999997
2021-08-27,0.5115932
2021-09-03,0.5055810000000001
2021-10-01,0.5217197
2021-10-07,0.5098174
2021-10-15,0.44013499999999994
2021-10-22,0.4681227
2021-10-27,0.448871
2021-11-03,0.5416602
2021-11-11,0.4847286
