date,strontium
YYYY-MM-DD,ppb
2014-12-07,200.77518
2015-01-24,200.14762000000002
2015-02-07,222.64452
2015-03-16,182.36097999999998
2015-04-19,147.83677
2015-05-11,137.08463
2015-05-24,136.91630999999998
2015-06-02,120.19744
2015-06-18,99.52238
2015-07-02,101.08306999999999
2015-07-15,116.86769
2015-08-02,131.3208
2015-08-09,136.43522000000002
2015-10-04,165.14256
2015-10-13,170.22808
2015-10-26,171.92230999999998
2015-11-09,171.52013
2015-11-23,177.56434
2015-12-09,177.53717
2015-12-30,175.93413
2016-01-08,182.31342
2016-01-18,180.51496
2016-01-28,180.59485999999998
2016-02-12,179.82598
2016-02-21,182.12425
2016-03-09,182.41021
2016-03-24,177.14721
2016-03-31,180.44951
2016-04-08,179.91828
2016-04-21,163.14292999999998
2016-05-02,165.377316592
2016-05-12,161.4016771686
2016-05-20,113.3642491975
2016-05-27,124.0921380648
2016-06-04,94.06488083650001
2016-06-11,90.2854370684
2016-06-17,109.87498000000001
2016-06-27,114.61088000000001
2016-07-08,129.24929
2016-07-15,134.3032
2016-07-22,146.89851000000002
2016-07-29,162.46693
2016-08-05,164.91496
2016-08-12,179.73621000000003
2016-08-19,175.54474
2016-08-26,181.90260999999998
2016-09-02,178.83832999999998
2016-09-09,170.68258
2016-09-16,169.39746
2016-09-23,93.4553
2016-09-30,174.57379
2016-10-12,167.93492
2016-10-19,167.22419
2016-10-27,177.33542
2016-11-03,184.03557
2016-11-12,179.2181
2016-11-23,210.83395
2016-12-04,173.15376
2017-04-12,196.90158
2017-04-30,171.07136
2017-05-14,107.42248000000001
2017-05-30,116.82395
2017-06-15,105.72623999999999
2017-06-30,104.53629
2017-07-30,131.94725
2017-08-25,163.98382999999998
2017-09-14,178.97986
2017-09-27,182.63583
2017-10-14,182.75030999999998
2017-10-23,185.24124
2017-11-16,186.57582000000002
2018-03-03,176.82827
2018-05-07,137.61074000000002
2018-05-25,125.88810000000001
2018-06-08,126.31093999999999
2018-06-15,136.96403
2018-06-25,150.66898
2018-07-09,181.22243999999998
2018-07-15,187.36426999999998
2018-08-10,199.05905
2018-08-17,205.24766
2018-08-24,209.09845
2018-09-07,194.696
2018-09-14,193.77691
2018-09-21,195.34977999999998
2018-09-28,202.14921
