date,uranium
YYYY-MM-DD,ppb
2016-08-05,0.11025
2016-08-12,0.14515999999999998
2016-08-19,0.10071
2016-08-26,0.014669999999999999
2016-09-02,0.0175
2016-09-09,0.012979999999999998
2016-09-16,0.01222
2016-10-01,0.01591
2016-10-12,0.00353
2016-10-19,0.010360000000000001
2016-10-27,0.00286
2016-11-03,0.0041800000000000006
2016-11-12,0.00398
2017-06-16,0.00589
2017-08-04,0.00376
2017-08-25,0.0071400000000000005
2017-09-27,0.006350000000000001
2017-10-05,0.00728
2017-10-12,0.00726
2017-10-13,0.5645
2017-10-24,0.00726
2017-11-03,0.00314
2017-11-15,0.00261
2018-05-25,0.00569
2018-06-09,0.00348
2018-06-15,0.00444
2018-06-25,0.00391
2018-07-11,0.00377
2018-07-16,0.00015000000000000001
2018-08-24,0.00693
2018-08-27,0.00435
2019-06-23,0.28297
2019-06-27,0.30313
2019-07-05,0.32106
2019-07-14,0.11043
2019-07-19,0.18458
2019-07-26,0.20326
2019-08-02,0.29266000000000003
2019-08-09,0.29483
2019-08-16,0.07801
2019-08-23,0.44518
2019-08-30,0.59736
2019-09-06,0.25595
2019-09-20,0.0072499999999999995
2019-09-27,0.13515
2019-10-04,0.12758
2020-03-01,0.01374
2020-04-01,0.01397
2020-04-28,0.00568
2020-05-22,0.00333
2020-05-29,0.01273
2020-06-08,0.016989999999999998
2020-06-12,0.01496
2020-06-19,0.00617
2020-06-26,0.00968
2020-07-02,0.00791
2020-07-10,0.011559999999999999
2020-07-17,0.01872
2020-07-23,0.00867
2020-07-30,0.00703
2020-08-07,0.00781
2020-08-14,0.00768
2020-08-20,0.00326
2020-08-27,0.0062699999999999995
2020-09-03,0.00827
2020-09-11,0.00472
2020-09-18,0.00555
2020-09-24,0.00861
2020-10-01,0.00605
2020-10-08,0.00363
2020-10-16,0.00323
2020-10-23,0.0030499999999999998
2020-11-06,0.00767
2021-01-21,0.0051400000000000005
2021-02-17,0.0
2021-03-10,0.0
2021-04-14,0.00484
2021-05-19,0.01131
2021-05-28,0.0087
2021-06-04,0.00223
2021-06-11,0.00034999999999999994
2021-06-24,0.02692
2021-07-09,0.01858
2021-07-15,0.14985
2021-07-23,0.0
2021-07-30,0.01506
2021-08-06,0.01992
2021-08-13,0.0101518
2021-08-19,0.0171992
2021-08-27,0.0049865
2021-09-03,0.004101
2021-10-01,0.0101856
2021-10-07,0.005686200000000001
2021-10-22,0.0053407
2021-11-03,0.0091403
2021-11-11,0.0109035
2021-12-20,0.013645599999999999
