date,barium
YYYY-MM-DD,ppb
2015-03-16,26.12976
2015-04-19,25.02468
2015-05-02,20.79484
2015-05-11,20.95917
2015-05-24,20.92651
2015-06-02,20.98008
2015-06-18,111.79433
2015-07-02,18.620890000000003
2015-07-15,66.84688
2015-08-02,26.14945
2015-08-09,29.27928
2015-10-04,114.67802
2015-10-13,104.04557
2015-10-26,113.32163
2015-11-09,120.36144999999999
2015-11-23,75.79233
2016-04-08,24.6707
2016-04-21,62.72166
2016-05-02,36.4839104348
2016-05-12,38.2354869204
2016-05-20,44.1435643434
2016-05-27,36.4008408375
2016-06-04,29.5318606331
2016-06-11,31.2231251472
2016-06-17,162.17943000000002
2016-06-27,33.43208
2016-07-08,28.13723
2016-07-15,24.27097
2016-07-22,26.54123
2016-07-29,39.221309999999995
2016-08-05,28.39233
2016-08-12,31.919040000000003
2016-08-19,30.670920000000002
2016-08-26,51.40588
2016-09-02,28.75859
2016-09-09,26.55126
2016-09-16,27.63534
2016-09-23,52.58443
2016-09-30,26.308880000000002
2016-10-12,23.99023
2016-10-19,24.16979
