date,iron
YYYY-MM-DD,ppb
2016-10-16,23.025660000000002
2016-10-19,19.15699
2016-10-27,7.18145
2016-11-03,6.28933
2016-11-12,6.26116
2016-11-23,7.18738
2017-08-04,24.52582
2017-08-25,58.00646978
2017-09-27,52.23586
2017-10-05,31.02292
2017-10-12,33.10561
2017-10-24,16.57651
2017-11-03,31.05077
2017-11-15,12.03188
2018-05-25,9.776860000000001
2018-06-09,187.60756
2018-06-15,31.890909999999998
2018-06-25,7.15329
2018-07-16,4.38127
2018-08-10,3.5674699999999997
2018-08-17,9.381730000000001
2018-08-24,16.72953
2019-06-23,18.28165
2019-06-27,55.52487
2019-07-05,29.297620000000002
2019-07-14,11.081890000000001
2019-07-19,0.98317
2019-07-26,165.48631
2019-08-02,9.63906
2019-08-09,9.367560000000001
2019-08-16,16.19435
2019-08-23,1574.4742099999999
2019-08-30,430.37594
2019-09-06,352.44709
2019-09-13,15.73455
2019-09-20,32.429359999999996
2019-09-27,11.83589
2019-10-04,10.232460000000001
2019-10-11,2.79652
2019-10-19,19.21163
2020-03-01,85.27558
2020-04-01,88.24328
2020-04-28,151.9925
2020-05-22,244.15261
2020-05-29,110.56084
2020-06-05,115.29168
2020-06-12,145.07039
2020-06-19,166.97565999999998
2020-06-26,155.25074
2020-07-02,98.65926999999999
2020-07-10,91.36505
2020-07-17,114.91622
2020-07-23,93.97138999999999
2020-07-30,84.29729
2020-08-07,100.35414
2020-08-14,93.80046
2020-08-20,87.73303999999999
2020-08-27,102.83543
2020-09-03,95.45436000000001
2020-09-11,88.47471999999999
2020-09-18,88.16872000000001
2020-09-24,112.37471
2020-10-01,89.83859000000001
2020-10-08,183.24860999999999
2020-10-16,96.45863
2020-10-23,96.27667000000001
2020-11-06,93.08913000000001
2021-01-21,85.64410000000001
2021-02-17,20.659459999999996
2021-03-10,12.456669999999988
2021-04-14,113.80004
2021-05-19,133.20548
2021-05-28,14.99366
2021-06-04,106.05428
2021-06-11,11.8693
2021-06-18,25.54531
2021-06-24,48.190239999999996
2021-07-02,214.37561
2021-07-09,4.13294
2021-07-15,25.9039
2021-07-23,17.149250000000002
2021-07-30,24.37559
2021-08-06,12.704120000000001
2021-08-13,21.0591875
2021-08-19,25.073354000000002
2021-08-27,14.708853099999999
2021-09-03,48.621757800000005
2021-10-01,60.3429474
2021-10-07,156.9345412
2021-10-22,23.003215899999997
2021-11-03,84.037519
2021-11-11,19.320436100000002
2021-12-20,127.5996173
