date,silicon
YYYY-MM-DD,ppb
2015-06-29,3507.210584397
2015-07-08,3628.890701531
2015-07-13,3655.4893691952
2015-07-22,3542.7250306562
2015-08-03,3379.9138317378
2015-08-17,2222.4776668408
2015-08-24,2530.2847892745
2015-10-21,4091.16493
2015-11-01,2119.5224200000002
2015-11-09,2654.9090699999997
2015-11-17,2491.3966
2015-11-23,4264.12914
2015-12-03,4222.96808
2015-12-14,4053.6977100000004
2015-12-22,4084.7704
2015-12-28,4146.84401
2016-01-04,4446.5745
2016-01-12,4462.38792
2016-02-02,5198.84361
2016-02-15,4698.67642
2016-02-23,4618.5140200000005
2016-02-29,4378.87631
2016-03-08,4176.2388
2016-03-15,4131.73426
2016-03-21,4314.97577
2016-03-29,4323.42925
2016-04-05,4247.52412
2016-04-12,3971.45448
2016-04-19,4064.38852
2016-04-25,4205.01672
2016-05-03,4158.79097
2016-05-11,4119.93298
2016-05-17,4139.9893600000005
2016-05-27,3948.70292
2016-06-01,3892.7788299999997
2016-06-09,3799.54
2016-06-16,3910.7063
2016-06-22,3764.94842
2016-06-29,3665.58421
2016-07-08,4314.77954
2016-07-15,4881.08219
2016-07-22,4881.80397
2016-07-29,4764.42505
2016-08-05,4726.8538
2016-08-12,4684.76698
2016-08-19,4450.69368
2016-08-26,4546.27134
2016-09-02,4535.07953
2016-09-09,4269.72405
2016-09-16,4265.33777
2016-09-23,4243.23206
2016-10-01,4303.935149999999
2016-10-12,4235.38359
2016-10-19,4343.40486
2016-10-21,4477.30459
2016-10-27,4233.350490000001
2016-11-03,4745.64112
2016-11-12,4289.14179
2016-11-22,4351.98476
2016-11-29,2404.16858
2016-12-06,4102.15016
2016-12-13,4222.82641
2016-12-27,4379.938389999999
2017-01-03,4347.91853
2017-01-17,4163.43412
2017-01-24,4167.76427
2017-01-31,4127.40251
2017-02-07,5385.211920000001
2017-02-15,5484.2076099999995
2017-02-21,5170.287090000001
2017-02-28,4708.39184
2017-03-09,4898.8022
2017-03-14,5076.47412
2017-03-21,5377.910980000001
2017-03-28,5134.26339
2017-04-04,5351.20469
2017-04-11,5319.60305
2017-04-18,5328.61377
2017-04-25,4732.68128
2017-05-02,4652.1025
2017-05-09,4693.4729800000005
2017-05-16,4689.82233
2017-05-23,4667.38694
2017-05-30,4662.52346
2017-06-01,4801.3139
2017-06-16,4729.74801
2017-06-30,4714.7267
2017-07-30,4672.68365
2017-08-25,4714.85432
2017-09-14,4781.04827
2017-09-27,4806.39081
2017-10-10,4355.90017
2017-10-14,4429.01376
2017-10-17,4304.13356
2017-10-23,4238.25965
