date,europium
YYYY-MM-DD,ppb
2014-12-07,0.011609999999999999
2015-01-24,0.00885
2015-02-07,0.00973
2015-02-19,0.0138
2015-03-16,0.008409999999999999
2015-04-19,0.01143
2015-05-02,0.01345
2015-05-11,0.007690000000000001
2015-05-24,0.0068000000000000005
2015-06-02,0.00707
2015-06-18,0.03121
2015-07-02,0.007169999999999999
2015-07-15,0.015690000000000003
2015-08-02,0.01021
2015-08-09,0.012320000000000001
2015-10-04,0.02371
2015-10-13,0.02876
2015-10-26,0.02545
2015-11-09,0.02515
2015-11-23,0.01906
2015-12-09,0.01869
2015-12-30,0.01805
2016-01-08,0.018
2016-01-18,0.020669999999999997
2016-01-28,0.02565
2016-02-12,0.02104
2016-02-21,0.0234
2016-03-09,0.01864
2016-03-24,0.02574
2016-03-31,0.01996
2016-04-08,0.00927
2016-04-21,0.014090000000000002
2016-05-02,0.0088976121
2016-05-12,0.6479392621000001
2016-05-20,0.012683147399999999
2016-05-27,0.014026046
2016-06-04,0.0130409786
2016-06-11,0.0221858032
2016-06-17,0.01041
2016-06-27,0.00475
2016-07-08,0.012910000000000001
2016-07-15,0.0075
2016-07-22,0.01263
2016-07-29,0.01571
2016-08-05,0.01112
2016-08-12,0.01372
2016-08-19,0.01658
2016-08-26,0.01771
2016-09-02,0.013489999999999999
2016-09-09,0.00881
2016-09-16,0.01252
2016-09-23,0.00893
2016-09-30,0.00888
2016-10-12,0.01197
2016-10-19,0.00895
2016-10-27,0.01056
2016-11-03,0.010939999999999998
2016-11-12,0.012130000000000002
2016-11-23,0.00517
2016-12-04,0.012639999999999998
2016-12-19,0.01279
2017-03-19,0.18096
2017-04-12,0.1574
2017-04-30,0.13445000000000001
2017-05-14,0.52593
2017-05-30,0.18841
2017-06-15,0.21381
2017-06-30,0.25493
2017-07-13,0.24606
2017-07-30,0.21543
2017-08-25,0.35919
2017-09-14,0.25073
2017-09-27,0.27932999999999997
2017-10-14,0.25216
2017-10-23,0.17925
2017-11-03,0.18893
2017-11-16,0.15197
2017-12-19,0.14866000000000001
2018-01-05,0.17554
2018-01-25,0.12536999999999998
2018-03-03,0.011540000000000002
2018-03-17,0.010020000000000001
2018-05-07,0.01266
2018-05-25,0.01235
2018-06-08,0.012570000000000001
2018-06-15,0.012320000000000001
2018-06-25,0.01229
2018-07-09,0.01022
2018-07-15,0.01114
2018-08-10,0.011800000000000001
2018-08-17,0.00959
2018-08-24,0.01014
2018-09-07,0.00834
2018-09-14,0.007690000000000001
2018-09-21,0.00665
2018-09-28,0.00893
