date,lead
YYYY-MM-DD,ppb
2016-08-05,0.22083999999999998
2016-08-12,0.13261
2016-08-19,0.13526
2016-08-26,0.12225
2016-09-02,0.14602
2016-09-09,0.07853
2016-09-16,0.10446
2016-10-01,0.0689
2016-10-12,0.05977
2016-10-19,0.07971
2016-10-27,0.023739999999999997
2016-11-03,0.05357
2016-11-12,0.02494
2017-06-16,0.03584
2017-08-04,0.03902
2017-08-25,0.035750000000000004
2017-09-27,0.08758
2017-10-05,0.02493
2017-10-12,0.07091
2017-10-13,0.0557
2017-10-24,0.05477
2017-11-03,0.012709999999999999
2017-11-15,0.0
2018-05-25,0.02293
2018-06-09,0.04312
2018-06-15,0.0359
2018-06-25,0.04281
2018-07-11,0.05786
2018-07-16,0.03598
2018-08-24,0.0687
2018-08-27,0.14056000000000002
2019-06-23,0.0411
2019-06-27,0.047159999999999994
2019-07-05,0.058679999999999996
2019-07-14,0.33802
2019-07-19,0.03846
2019-07-26,0.06906999999999999
2019-08-02,0.09469
2019-08-09,0.07683999999999999
2019-08-16,0.01745
2019-08-23,0.65597
2019-08-30,0.41545
2019-09-06,0.46611
2019-09-20,0.022920000000000003
2019-09-27,0.03409
2019-10-04,0.05106
2020-03-01,0.65706
2020-04-01,0.6810700000000001
2020-04-28,0.71742
2020-05-22,0.68504
2020-05-29,0.6708500000000001
2020-06-08,1.0171299999999999
2020-06-12,0.85345
2020-06-19,0.7165900000000001
2020-06-26,0.6562999999999999
2020-07-02,0.73251
2020-07-10,0.7991900000000001
2020-07-17,0.8099099999999999
2020-07-23,0.69855
2020-07-30,0.65971
2020-08-07,0.60833
2020-08-14,0.6256200000000001
2020-08-20,0.68328
2020-08-27,0.67234
2020-09-03,0.71135
2020-09-11,0.6588499999999999
2020-09-18,0.71023
2020-09-24,0.80028
2020-10-01,0.73746
2020-10-08,0.67896
2020-10-16,0.71706
2020-10-23,0.6935
2020-11-06,0.69076
2021-01-21,0.64621
2021-02-17,0.67815
2021-03-10,0.89285
2021-04-14,0.01985
2021-05-19,0.0
2021-05-28,0.01582
2021-06-04,0.0
2021-06-11,0.01944
2021-06-24,0.0
2021-07-09,0.0
2021-07-15,3.29841
2021-07-23,0.0
2021-07-30,0.0346
2021-08-06,0.01676
2021-08-13,0.0946057
2021-08-19,0.2780671
2021-08-27,0.0313571
2021-09-03,0.0407755
2021-10-01,0.09244820000000001
2021-10-07,0.0793718
2021-10-22,0.1006887
2021-11-03,0.169424
2021-11-11,0.18163120000000002
2021-12-20,0.0456186
