date,antimony
YYYY-MM-DD,ppb
2014-12-07,0.21491
2015-01-24,0.05758
2015-02-07,0.07479999999999999
2015-03-16,0.06864999999999999
2015-04-19,0.06922
2015-05-11,0.056010000000000004
2015-05-24,0.10314000000000001
2015-06-02,0.09514999999999998
2015-06-18,0.19827999999999998
2015-07-02,0.10797
2015-07-15,0.11423000000000001
2015-08-02,0.09086999999999999
2015-08-09,0.07613
2015-10-04,0.12695
2015-10-13,0.14085999999999999
2015-10-26,0.13284
2015-11-09,0.1137
2015-11-23,0.09439
2015-12-09,0.10175000000000001
2015-12-30,0.10592000000000001
2016-01-08,0.09121000000000001
2016-01-18,0.11634
2016-01-28,0.10704
2016-02-12,0.1066
2016-02-21,0.10493000000000001
2016-03-09,0.08196
2016-03-24,0.09514
2016-03-31,0.10447
2016-04-08,0.08815999999999999
2016-04-21,0.06864999999999999
2016-05-02,0.06250147199999999
2016-05-12,0.0890347986
2016-05-20,0.10877511399999999
2016-05-27,0.08508491519999999
2016-06-04,0.16745983450000002
2016-06-11,0.10628481050000001
2016-06-17,0.10734
2016-06-27,0.10256
2016-07-08,0.09469
2016-07-15,0.10328000000000001
2016-07-22,0.07752
2016-07-29,0.07124
2016-08-05,0.05222
2016-08-12,0.08792
2016-08-19,0.08148000000000001
2016-08-26,0.12007000000000001
2016-09-02,0.09272000000000001
2016-09-09,0.10022
2016-09-16,0.06343
2016-09-23,0.07033
2016-09-30,0.06741
2016-10-12,0.06599
2016-10-19,0.06099
2016-10-27,0.07341
2016-11-03,0.09576
2016-11-12,0.07223
2016-11-23,0.064
2016-12-04,0.06884
2017-04-12,0.0
2017-04-30,0.0
2017-05-14,0.0
2017-05-30,0.0
2017-06-15,0.0
2017-06-30,0.0
2017-07-30,0.0
2017-08-25,0.00265
2017-09-14,0.02363
2017-09-27,0.025730000000000003
2017-10-14,0.01142
2017-10-23,0.0
2017-11-16,0.0
2018-03-03,0.01735
2018-05-07,0.06968
2018-05-25,0.09366
2018-06-08,0.10271000000000001
2018-06-15,0.07357
2018-06-25,0.07291
2018-07-09,0.057089999999999995
2018-07-15,0.06729
2018-08-10,0.06148
2018-08-17,0.052719999999999996
2018-08-24,0.05644
2018-09-07,0.06382
2018-09-14,0.0613
2018-09-21,0.051500000000000004
2018-09-28,0.06470000000000001
