date,sodium
YYYY-MM-DD,ppb
2017-02-08,83.94755
2017-02-28,85.18948
2017-03-01,2379.98025
2017-03-24,143.88268
2017-03-26,161.36856
2018-02-28,467.79457
2018-03-02,2192.65919
2018-03-05,150.48027
2018-03-15,322.26655
2018-03-16,28.91926
2018-03-19,87.17836
2018-03-23,34.23692
2018-03-24,33.65934
2018-04-06,314.01136
2018-04-07,34.03056
2018-04-08,25.228160000000003
2018-04-09,169.52932
2018-04-21,60.554759999999995
2018-05-03,111.33798
2018-06-17,31.47563
2018-06-18,36.97759
2018-07-08,76.40157
2018-07-09,44.60248
2018-07-11,81.07799
2019-06-19,63.63881
2019-07-01,286.85291
2019-07-26,216.05585000000002
2019-07-27,186.32232
2019-07-28,232.06632
2019-07-31,72.68798000000001
2019-08-05,57.0741
2020-02-05,115.3782
