date,lead
YYYY-MM-DD,ppb
2016-02-23,0.07694000000000001
2016-02-29,1.1827400000000001
2016-06-29,1.2669700000000002
2016-08-03,0.057409999999999996
2016-08-10,0.38059999999999994
2016-08-17,0.44277999999999995
2016-08-23,0.03493
2016-08-23,0.08975999999999999
2016-08-23,0.054599999999999996
2016-08-24,0.21149
2016-08-31,0.08893
2016-09-07,0.42536999999999997
2016-09-14,0.7394499999999999
2016-09-21,0.03209
2016-09-28,0.05069
2016-10-11,0.04234
2016-10-19,2.02976
2016-10-26,0.6469400000000001
2016-11-02,1.5182200000000001
2016-11-09,0.04566
2016-11-16,2.5
2016-11-22,3.06461
2016-11-29,0.18914
2016-12-06,0.02369
2016-12-13,8.20104
2016-12-20,2.43981
2016-12-27,6.54711
2017-01-03,0.05074000000000001
2017-01-10,0.50319
2017-01-17,3.2626
2017-01-24,1.59786
2017-01-31,2.6363199999999996
2017-02-07,1.19476
2017-02-14,5.70839
2017-02-21,6.338279999999999
2017-02-28,5.5350600000000005
2017-03-07,2.14158
2017-03-14,0.82314
2017-03-21,0.35825
2017-03-28,0.14855000000000002
2017-04-04,4.68373
2017-04-11,1.56805
2017-04-18,5.780570000000001
2017-04-25,2.9052
2017-05-02,0.0977
2017-05-09,0.7366499999999999
2017-05-16,0.08022
2017-05-23,1.4299899999999999
2017-05-30,0.7498199999999999
2017-06-14,0.05706
2017-06-20,0.05351
2017-06-29,0.10149
2017-07-05,0.027139999999999997
2017-07-12,0.06165999999999999
2017-07-18,0.03844
2017-07-25,0.06856
2017-08-03,0.05009
2017-08-09,0.02205
2017-08-16,0.10272999999999999
2017-08-23,0.58679
2017-08-29,0.11665
2017-09-03,0.06134
2017-09-13,0.03519
2017-09-20,0.04378
2017-09-27,0.0716
2017-10-05,0.01924
2017-10-10,0.9349799999999999
2017-10-17,0.018109999999999998
2017-10-24,0.017849999999999998
2017-10-31,0.09795999999999999
2017-11-07,0.01709
2017-11-14,0.025750000000000002
2017-11-21,0.03697
2017-11-28,0.01598
2017-12-03,0.01849
2017-12-12,0.04734000000000001
2017-12-19,0.05137
2017-12-26,0.20767000000000002
2018-01-02,0.0223
2018-01-09,0.09758
2018-01-16,0.01707
2018-01-23,0.04142
2018-01-30,0.0632
2018-02-06,0.0246
2018-02-13,0.02421
2018-02-20,0.02659
2018-02-27,0.01969
2018-03-06,0.01307
2018-03-13,0.02102
2018-07-16,0.16568
2018-07-23,0.14701
2018-09-04,0.15441
2018-09-10,0.15466000000000002
2018-09-17,0.16208
2018-09-24,0.15476
2018-10-01,0.14159
2018-10-29,0.1528
2019-05-07,0.11938000000000001
