date,magnesium
YYYY-MM-DD,ppb
2014-12-12,5541.629830000001
2015-02-07,6340.79306
2015-03-16,5358.2374
2015-04-19,4879.17861
2015-05-11,4570.41118
2015-05-24,4774.0198
2015-06-02,3625.8988099999997
2015-06-18,3053.63137
2015-07-02,3352.74244
2015-07-15,3475.0257
2015-08-02,4073.14584
2015-08-09,4163.22579
2015-10-04,4426.314039999999
2015-10-13,4748.67852
2015-10-26,4616.2126499999995
2015-11-09,4610.02909
2015-11-23,4775.82522
2016-01-28,5150.35496
2016-02-12,5057.98297
2016-02-21,5166.31211
2016-03-09,4931.09104
2016-03-24,5419.901159999999
2016-03-31,5188.34554
2016-04-08,5542.31891
2016-04-21,4738.37556
2016-05-02,5054.321850075799
2016-05-12,5039.5506986361
2016-05-27,4286.8704663106
2016-06-04,3300.2520934176
2016-06-11,3012.4471785613996
2016-06-17,3291.1437699999997
2016-06-27,3485.63466
2016-07-08,3589.18426
2016-07-15,3676.7613899999997
2016-07-22,3869.41053
2016-07-29,3978.49095
2016-08-05,3925.25754
2016-08-12,3916.63101
2016-08-19,4410.19349
2016-08-26,4137.2395799999995
2016-09-02,4489.83868
2016-09-09,4281.93266
2016-09-16,4296.75635
2016-09-23,4956.21883
2016-09-30,4282.73945
2016-10-12,4708.30646
2016-10-19,4696.81534
2016-10-27,4698.67798
2016-11-03,4663.89228
2016-11-12,4830.93124
2016-11-23,4420.52657
2016-12-04,4998.69086
2017-03-19,5608.41413
2017-04-12,5648.39269
2017-04-30,5207.23022
2017-06-30,3611.7092700000003
2017-07-30,3600.47941
2017-08-25,4227.10788
2017-09-14,4406.55814
2017-09-27,4648.28098
2017-10-14,4707.94264
2017-10-23,4797.80648
2017-11-03,4897.03571
2017-11-16,5130.46567
2018-03-03,5624.45731
2018-05-25,3563.0562
2018-06-08,3259.3620199999996
2018-06-15,3534.9405
2018-06-25,3626.4767
2018-07-09,4098.7786
2018-07-15,4112.766250000001
2018-08-10,4519.81477
2018-08-17,4396.75773
2018-08-24,4613.306430000001
2018-09-07,4944.75718
2018-09-14,5085.88693
2018-10-05,5798.156669999999
2018-10-12,5906.65664
2018-10-18,5959.75469
2018-10-25,6130.254800000001
2018-11-02,6114.6867999999995
2018-11-10,6213.83472
2018-11-17,6445.5706199999995
2019-02-27,5535.53983
2019-03-30,6122.5583400000005
2019-04-18,5982.56575
2019-05-08,5540.65222
2019-06-05,4423.04972
2019-06-11,3808.9962100000002
2019-06-21,3475.69176
2019-06-27,6348.12593
2019-07-05,3480.13841
2019-07-14,3422.96472
2019-07-19,3495.1307
2019-07-26,3560.62692
2019-08-02,3617.1446800000003
2019-08-09,3766.89941
2019-08-16,3938.42042
2019-08-23,3923.0378100000003
2019-08-30,4105.56776
2019-09-06,4148.367319999999
2019-09-13,4303.66527
2019-09-20,4394.38697
2019-09-27,4514.47143
2019-10-04,4554.44378
2019-10-11,4831.2600600000005
2019-10-19,4749.98566
2019-10-25,4876.50716
2019-11-03,4767.42969
2019-11-08,4897.81481
2019-11-15,4944.11072
2019-11-22,4989.4307
2019-12-04,5044.84162
2019-12-12,5061.8266
2019-12-20,5168.9248
2020-01-08,5383.95594
2020-01-21,5335.880079999999
2020-01-28,5648.970369999999
2020-02-11,5291.326289999999
2020-02-20,5331.389520000001
2020-03-11,5299.80193
2020-03-17,5389.03007
2020-04-03,5797.1404600000005
2020-04-09,5565.20617
2020-04-14,5413.835279999999
2020-04-24,5490.75378
2020-05-22,3232.2490900000003
2020-05-29,3075.92616
2020-06-05,2896.80335
2020-06-12,3570.7780000000002
2020-06-19,3438.81073
2020-06-26,3414.7468
2020-07-02,3720.5656
2020-07-10,3814.2127
2020-07-17,3963.04598
2020-07-23,4024.04025
2020-07-30,3900.5661
2020-08-07,4025.36893
2020-08-14,4197.02125
2020-08-20,4489.62556
2020-08-27,4323.88728
2020-09-03,4371.1141099999995
2020-09-11,4660.96185
2020-09-18,4552.19477
2020-09-24,5202.055179999999
2020-10-01,4922.05598
2020-10-08,4745.69262
2020-10-16,4891.3237500000005
2020-10-23,5020.6951
2020-10-27,5455.47718
2020-11-06,5082.0508899999995
2020-11-13,5187.582039999999
2020-12-04,5415.99725
2021-01-15,5452.418189999999
2021-01-28,5546.83586
2021-02-11,5575.25161
2021-03-03,5967.95819
2021-03-19,5973.37371
2021-03-25,6129.471
2021-04-07,5917.679
2021-05-17,4363.435
2021-05-28,3634.324
2021-06-04,3321.4
2021-06-11,3243.3849199999995
2021-06-18,3429.8465399999995
2021-06-24,3858.6463400000002
2021-07-02,4059.45626
2021-07-09,4156.53293
2021-07-15,4355.77048
2021-07-30,4301.12045
2021-08-06,4275.92291
2021-08-13,4312.8362742
2021-08-19,4431.8527742
2021-08-27,4618.4269206
2021-09-03,4822.0957144
2021-10-01,4986.6630225
2021-10-07,5172.5182807
2021-10-15,5265.988888399999
2021-10-22,5283.8957795999995
2021-10-27,5246.174972999999
2021-11-03,5207.360654499999
2021-11-11,5077.499965
