date,silicon
YYYY-MM-DD,ppb
2017-02-08,0.0
2017-02-28,0.0
2017-03-01,3325.86284
2017-03-24,0.0
2017-03-26,0.0
2018-02-28,112.92902
2018-03-02,109.82878
2018-03-05,85.18511000000001
2018-03-15,135.00066
2018-03-16,78.94847
2018-03-19,94.06482
2018-03-23,90.64816
2018-03-24,89.7339
2018-04-06,422.03037
2018-04-07,92.13636
2018-04-08,98.98754
2018-04-09,111.60656
2018-04-21,122.6159
2018-05-03,127.89232
2018-06-17,117.40176
2018-06-18,106.29625000000001
2018-07-08,205.35748999999998
2018-07-09,109.36244
2018-07-11,120.18807000000001
2019-06-19,95.91966
2019-07-01,158.12343
2019-07-26,204.53769999999997
2019-07-27,3183.9790199999998
2019-07-28,34.41523
2019-07-31,37.67358
2019-08-05,28.84276
2020-02-05,0.0
