date,calcium
YYYY-MM-DD,ppb
2019-05-30,2715.26996
2019-06-12,2386.6221
2019-06-19,2376.47811
2019-06-29,2444.50082
2019-07-15,2453.92913
2019-07-18,1905.87135
2019-07-24,4186.55342
2019-07-30,2558.9616699999997
2019-08-06,2047.57837
2019-08-14,2143.76724
2019-08-21,2097.7710500000003
2020-01-15,3078.09235
2020-02-08,1877.88446
2020-02-18,114077.56689
2020-03-05,1886.51343
2020-03-18,1896.18451
2020-03-30,1883.2327
2020-08-30,2129.32129
2020-09-10,2093.59858
2020-09-18,2062.40463
2020-09-28,2075.58041
2020-10-06,2069.32396
2020-10-16,2072.54712
2020-10-23,2091.4445
2020-10-30,2079.39131
2020-11-06,2026.7987199999998
2020-11-14,2079.86195
