date,copper
YYYY-MM-DD,ppb
2014-12-12,0.5551699999999999
2015-02-07,0.56618
2015-03-16,0.72963
2015-04-19,1.06141
2015-05-11,0.60211
2015-05-24,0.44078
2015-06-02,0.51815
2015-06-18,0.47922
2015-07-02,0.31081000000000003
2015-07-15,0.37879
2015-08-02,0.5958600000000001
2015-08-09,0.79198
2015-10-04,0.31311
2015-10-13,0.32775
2015-10-26,0.39356
2015-11-09,0.44432
