date,antimony
YYYY-MM-DD,ppb
2017-02-08,0.030799999999999998
2017-02-28,0.045149999999999996
2017-03-01,0.07784
2017-03-24,0.04556
2017-03-26,0.04017
2018-02-28,0.06989999999999999
2018-03-02,0.06428
2018-03-05,0.02326
2018-03-15,0.19485
2018-03-16,0.00143
2018-03-19,0.0
2018-03-23,0.0
2018-03-24,0.0
2018-04-06,0.00956
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,0.0
2018-04-21,0.0
2018-05-03,0.0
2018-06-17,0.0
2018-06-18,0.0
2018-07-08,0.01474
2018-07-09,0.0
2018-07-11,0.0
2019-06-19,0.0
2019-07-01,0.02376
2019-07-26,0.0
2019-07-27,0.0
2019-07-28,0.0
2019-07-31,0.0
2019-08-05,0.0
2020-02-05,0.0
