date,silver
YYYY-MM-DD,ppb
2014-12-12,0.0065
2015-04-19,0.0
2015-05-11,0.0059900000000000005
2015-05-24,0.015449999999999998
2015-06-02,0.00638
2015-06-18,0.0
2015-07-02,0.0
2015-07-15,0.0
2015-08-02,0.00101
2015-08-09,0.00020999999999999998
2015-10-04,0.00522
2015-10-13,0.019719999999999998
2015-10-26,0.0049700000000000005
2015-11-09,0.006059999999999999
2015-11-23,0.00014
2016-04-08,0.0008500000000000001
2016-04-21,0.0
2016-05-02,0.0015396237000000002
2016-05-20,0.035482144800000004
2016-05-27,0.011958915200000001
2016-06-04,0.058227946
2016-06-11,0.0041524995
2016-06-17,0.05584
2016-06-27,0.22422
2016-07-08,0.03247
2016-07-15,0.04142
2016-07-22,0.02059
2016-07-29,0.035820000000000005
2016-08-05,0.0094
2016-08-12,0.04054000000000001
2016-08-19,0.04993
2016-08-26,0.07897
2016-09-02,0.010039999999999999
2016-09-09,0.01562
2016-09-16,0.00565
2016-09-23,0.01085
2016-09-30,5e-05
2016-10-12,0.0
2016-10-19,0.0
2016-10-27,0.00848
2016-11-03,0.025820000000000003
2016-11-12,0.00239
2016-11-23,0.0033
2016-12-04,0.0
2017-05-14,0.0
2017-05-30,0.0
2017-06-15,0.0
2017-06-30,0.0
2017-07-13,0.0
2017-07-30,0.0
2017-08-25,0.02319
2017-09-14,0.0
2017-09-27,0.0
2017-10-14,0.0
2017-10-23,0.0
2017-11-03,0.0
2017-11-16,0.0
2018-03-03,0.01593
2018-05-25,0.0
2018-06-08,0.0
2018-06-15,0.0
2018-06-25,0.0
2018-07-09,0.0
2018-07-15,0.0
2018-08-10,0.0
2018-08-17,0.0
2018-08-24,0.0
2018-09-07,0.0
2018-09-14,0.0
2018-09-21,0.0
2018-09-28,0.0
