date,arsenic
YYYY-MM-DD,ppb
2021-06-21,1.01909
2021-06-29,0.90356
2021-07-08,0.46911
2021-07-21,0.9872400000000001
2021-07-27,0.62632
2021-08-05,0.39779000000000003
2021-08-11,0.55672
2021-08-18,0.61107
2021-08-26,0.45708
2021-08-30,0.75281
2021-09-12,0.60995
2021-10-06,0.66732
2021-10-13,0.5564627
2021-11-05,0.8852272999999999
2021-12-16,0.5766527
