date,silicon
YYYY-MM-DD,ppb
2016-10-16,3374.97994
2016-10-19,3370.78186
2016-10-27,3485.49359
2016-11-03,3312.5025
2016-11-12,3474.6541100000004
2016-11-23,3501.10358
2017-08-04,3882.79434
2017-08-25,3360.06608
2017-09-27,3323.61836
2017-10-05,3322.09483
2017-10-12,3272.67101
2017-10-24,3145.87135
2017-11-03,3250.82309
2017-11-15,3323.5394300000003
2018-05-25,3466.91059
2018-06-09,3203.54042
2018-06-15,3401.78583
2018-06-25,3430.0358899999997
2018-07-16,3506.6705899999997
2018-08-10,3404.86722
2018-08-17,3418.74914
2018-08-24,3461.9421599999996
2019-06-23,3506.18631
2019-06-27,3396.17368
2019-07-05,3438.0847999999996
2019-07-14,3445.63993
2019-07-19,3607.89991
2019-07-26,3611.0116799999996
2019-08-02,3439.0272700000005
2019-08-09,3375.44545
2019-08-16,3423.4394700000003
2019-08-23,4574.80011
2019-08-30,5830.81644
2019-09-06,7344.19413
2019-09-13,3427.25918
2019-09-20,3378.08284
2019-09-27,3495.2349700000004
2019-10-04,3461.3884000000003
2019-10-11,4402.1308
2019-10-19,3445.23779
2020-03-01,3544.1665199999998
2020-04-01,3880.9872
2020-04-28,3270.85689
2020-05-22,3538.86641
2020-05-29,3511.43239
2020-06-05,3547.1574
2020-06-12,3583.86997
2020-06-19,3763.32156
2020-06-26,3549.2137300000004
2020-07-02,3529.1814299999996
2020-07-10,3794.53634
2020-07-17,3601.5747800000004
2020-07-23,3537.59808
2020-07-30,3422.3222399999995
2020-08-07,3539.07539
2020-08-14,3464.8543
2020-08-20,3517.8733
2020-08-27,3555.38755
2020-09-03,3848.0627
2020-09-11,3573.9334200000003
2020-09-18,3578.31546
2020-09-24,3708.47146
2020-10-01,3527.9147599999997
2020-10-08,3641.5336500000003
2020-10-16,3508.34016
2020-10-23,3560.6463400000002
2020-11-06,3429.8654399999996
2021-01-21,3454.5436799999998
2021-02-17,3530.3417600000002
2021-03-10,3363.16505
2021-04-14,3343.158
2021-05-19,3054.738
2021-05-28,3256.752
2021-06-04,3265.156
2021-06-11,3339.87205
2021-06-18,3370.041
2021-06-24,3377.55472
2021-07-02,3475.6154400000005
2021-07-09,3306.98942
2021-07-15,3349.2408699999996
2021-07-23,4386.89281
2021-07-30,3487.91254
2021-08-06,3497.6956999999998
2021-08-13,3768.0720879
2021-08-19,3861.8059842999996
2021-08-27,3892.5594435
2021-09-03,3931.2687897
2021-10-01,3540.5781097
2021-10-07,3513.9820752000005
2021-10-22,3612.3046835000005
2021-11-03,3575.3529198
2021-11-11,3470.8107492
2021-12-20,3601.2431121
